"orig_no","taxon_no","record_type","flags","taxon_rank","taxon_name","difference","accepted_no","accepted_rank","accepted_name","parent_no","reference_no","is_extant","n_occs"
"39733","39733","txn","","","Pygoscelis","","39733","genus","Pygoscelis","39710","4783","extant","11"
"106248","106248","txn","","","Pygoscelis tyreei","","106248","species","Pygoscelis tyreei","39733","25174","extinct","1"
"143762","143762","txn","","","Catarrhactes","subjective synonym of","39733","genus","Pygoscelis","39710","29521","extant","11"
"173498","173498","txn","","","Pygoscelis calderensis","","173498","species","Pygoscelis calderensis","39733","34434","extinct","1"
"173499","368331","txn","","","Pygoscelis papua","","173499","species","Pygoscelis papua","39733","34434","extant","2"
"372695","372696","txn","","","Pygoscelis adeliae","","372695","species","Pygoscelis adeliae","39733","65172","extant","4"
"165126","165126","txn","","","Pygoscelis grandis","","165126","species","Pygoscelis grandis","39733","32342","extinct","1"
"372787","372788","txn","","","Pygoscelis antarcticus","","372787","species","Pygoscelis antarcticus","39733","65172","extant","1"
"39720","39720","txn","","","Eudyptes","","39720","genus","Eudyptes","39710","4783","extant","24"
"399819","399819","txn","","","Eudyptes chrysolophus","","399819","species","Eudyptes chrysolophus","39720","71102","extant","0"
"399821","399821","txn","","","Eudyptes sclateri","","399821","species","Eudyptes sclateri","39720","71102","extant","0"
"173570","173571","txn","","","Eudyptes chrysocome","","173570","species","Eudyptes chrysocome","39720","25174","extant","3"
"372413","372414","txn","","","Eudyptes chrysocome filholi","","372413","subspecies","Eudyptes chrysocome filholi","173570","65172","extant","2"
"401248","401248","txn","","","Eudyptes calauina","","401248","species","Eudyptes calauina","39720","71246","extinct","4"
"372415","372415","txn","","","Eudyptes schlegeli","","372415","species","Eudyptes schlegeli","39720","65172","extant","2"
"436382","436382","txn","","","Eudyptes atatu","","436382","species","Eudyptes atatu","39720","76605","extinct","1"
"399820","399820","txn","","","Eudyptes moseleyi","","399820","species","Eudyptes moseleyi","39720","71102","extant","0"
"143761","143761","txn","","","Eudyptes pachyrhynchus","","143761","species","Eudyptes pachyrhynchus","39720","29521","extant","8"
"255213","255213","txn","","","Tasidyptes hunteri","subjective synonym of","143761","species","Eudyptes pachyrhynchus","39720","44331","extant","8"
"436381","436381","txn","","","Eudyptes warhami","","436381","species","Eudyptes warhami","39720","76604","extinct","1"
"255212","255212","txn","","","Tasidyptes","subjective synonym of","39720","genus","Eudyptes","39710","44331","extant","24"
"399822","399822","txn","","","Eudyptes robustus","","399822","species","Eudyptes robustus","39720","71102","extant","0"
"39721","39721","txn","","","Eudyptula","","39721","genus","Eudyptula","39710","4783","extant","13"
"474017","474017","txn","","","Eudyptula wilsonae","","474017","species","Eudyptula wilsonae","39721","85110","extinct","1"
"143759","143760","txn","","","Eudyptula minor","","143759","species","Eudyptula minor","39721","29521","extant","12"
"372790","372791","txn","","","Eudyptula minor novaehollandiae","","372790","subspecies","Eudyptula minor novaehollandiae","143759","65172","extant","2"
"39713","39713","txn","","","Aptenodytes","","39713","genus","Aptenodytes","39710","4783","extant","4"
"106249","106249","txn","","","Aptenodytes ridgeni","","106249","species","Aptenodytes ridgeni","39713","25174","extinct","1"
"372694","372694","txn","","","Aptenodytes forsteri","","372694","species","Aptenodytes forsteri","39713","65172","extant","2"
"173569","173569","txn","","","Aptenodytes patagonicus","","173569","species","Aptenodytes patagonicus","39713","25174","extant","1"
"39732","39732","txn","","","Pseudaptenodytes","","39732","genus","Pseudaptenodytes","39710","25175","extinct","4"
"106251","106251","txn","","","Pseudaptenodytes minor","nomen dubium, species not entered","39732","genus","Pseudaptenodytes","39732","25175","extinct","2"
"255209","255209","txn","","","Pseudaptenodytes macraei","","255209","species","Pseudaptenodytes macraei","39732","25175","extinct","1"
"39730","39730","txn","","","Paraptenodytes","","39730","genus","Paraptenodytes","39710","29713","extinct","9"
"53636","53637","txn","","","Paraptenodytes antarcticus","","53636","species","Paraptenodytes antarcticus","39730","29788","extinct","3"
"106252","106252","txn","","","Paraptenodytes brodkorbi","","106252","species","Paraptenodytes brodkorbi","39730","25177","extinct","1"
"105863","105863","txn","","","Isotremornis","subjective synonym of","39730","genus","Paraptenodytes","39710","25183","extinct","9"
"53635","106259","txn","","","Paraptenodytes robustus","","53635","species","Paraptenodytes robustus","39730","8513","extinct","5"
"105864","105864","txn","","","Isotremornis nordenskjoldi","subjective synonym of","53635","species","Paraptenodytes robustus","39730","25183","extinct","5"
"105857","106261","txn","","","Paraptenodytes crassus","subjective synonym of","53635","species","Paraptenodytes robustus","39730","25183","extinct","5"
"105861","105861","txn","","","Paraptenodytes curtus","subjective synonym of","53635","species","Paraptenodytes robustus","39730","12218","extinct","5"
"105866","105867","txn","","","Arthrodytes grandis","subjective synonym of","53635","species","Paraptenodytes robustus","39730","12218","extinct","5"
"105860","105860","txn","","","Metancylornis","subjective synonym of","39730","genus","Paraptenodytes","39710","25183","extinct","9"
"39726","39726","txn","","","Nucleornis","","39726","genus","Nucleornis","39710","25188","extinct","1"
"106291","106291","txn","","","Nucleornis insolitus","","106291","species","Nucleornis insolitus","39726","25188","extinct","1"
"39715","39715","txn","","","Arthrodytes","","39715","genus","Arthrodytes","39710","25183","extinct","2"
"105868","105870","txn","","","Arthrodytes andrewsi","","105868","species","Arthrodytes andrewsi","39715","12218","extinct","1"
"53347","53347","txn","","","Palaeoapterodytes","nomen dubium","39710","family","Spheniscidae","39710","25183","extinct","0"
"105854","105854","txn","","","Apterodytes","nomen dubium","39710","family","Spheniscidae","39710","12218","extinct","0"
"39722","39722","txn","","","Inguza","","39722","genus","Inguza","39710","5422","extinct","4"
"106296","106297","txn","","","Inguza predemersus","","106296","species","Inguza predemersus","39722","25191","extinct","4"
"105873","105873","txn","","","Ichtyopteryx","nomen dubium","39710","family","Spheniscidae","39710","29780","extinct","0"
"450018","450018","txn","","","Marambiornopsis","","450018","genus","Marambiornopsis","39710","79428","extinct","1"
"450019","450019","txn","","","Marambiornopsis sobrali","","450019","species","Marambiornopsis sobrali","450018","79428","extinct","1"
"105877","92195","txn","","","Delphinornis gracilis","nomen dubium, species not entered","39710","family","Spheniscidae","39710","29780","extinct","3"
"39711","39711","txn","","","Anthropodyptes","","39711","genus","Anthropodyptes","39710","25184","extinct","1"
"106287","106287","txn","","","Anthropodyptes gilli","","106287","species","Anthropodyptes gilli","39711","25184","extinct","1"
"105892","105892","txn","","","Spheniscinae","","105892","subfamily","Spheniscinae","39710","25128","extinct","0"
"105890","105890","txn","","","Palaeeudyptinae","","105890","subfamily","Palaeeudyptinae","39710","25128","extinct","0"
"106294","106294","txn","","","Orthopteryx gigas","nomen dubium, species not entered","39710","family","Spheniscidae","39710","26183","extinct","0"
"92183","92183","txn","","","Palaeeudyptes","","92183","genus","Palaeeudyptes","39710","29253","extinct","33"
"92185","92185","txn","","","Palaeeudyptes antarcticus","","92185","species","Palaeeudyptes antarcticus","92183","29253","extinct","4"
"92187","92188","txn","","","Palaeeudyptes gunnari","","92187","species","Palaeeudyptes gunnari","92183","29780","extinct","10"
"92184","92184","txn","","","Eosphaeniscus","subjective synonym of","92183","genus","Palaeeudyptes","39710","26183","extinct","33"
"105510","105510","txn","","","Palaeeudyptes marplesi","","105510","species","Palaeeudyptes marplesi","92183","29590","extinct","2"
"92186","92186","txn","","","Palaeeudyptes klekowskii","","92186","species","Palaeeudyptes klekowskii","92183","19675","extinct","6"
"39724","39724","txn","","","Marplesornis","","39724","genus","Marplesornis","39710","25174","extinct","1"
"106245","106247","txn","","","Marplesornis novaezealandiae","","106245","species","Marplesornis novaezealandiae","39724","29600","extinct","1"
"105575","105575","txn","","","Madrynornis","","105575","genus","Madrynornis","39710","25077","extinct","1"
"105577","105577","txn","","","Madrynornis mirandus","","105577","species","Madrynornis mirandus","105575","25077","extinct","1"
"105855","105855","txn","","","Apterodytes ictus","nomen dubium, species not entered","39710","family","Spheniscidae","39710","12218","extinct","1"
"105571","105571","txn","","","Anthropornithinae","","105571","subfamily","Anthropornithinae","39710","25128","extinct","0"
"53346","53346","txn","","","Neculus","nomen dubium","39710","family","Spheniscidae","39710","25183","extinct","0"
"364165","364165","txn","","","Kumimanu","","364165","genus","Kumimanu","36626","64095","extinct","3"
"364166","364166","txn","","","Kumimanu biceae","","364166","species","Kumimanu biceae","364165","64095","extinct","2"
"469713","469713","txn","","","Kumimanu fordycei","","469713","species","Kumimanu fordycei","364165","84171","extinct","1"
"92197","92197","txn","","","Mesetaornis","","92197","genus","Mesetaornis","36626","19675","extinct","2"
"92198","92198","txn","","","Mesetaornis polaris","","92198","species","Mesetaornis polaris","92197","19675","extinct","2"
"227463","227463","txn","","","Kairuku","","227463","genus","Kairuku","36626","40709","extinct","10"
"227464","227464","txn","","","Kairuku waitaki","","227464","species","Kairuku waitaki","227463","40709","extinct","1"
"442256","442256","txn","","","Kairuku waewaeroa","","442256","species","Kairuku waewaeroa","227463","78146","extinct","1"
"227466","227466","txn","","","Kairuku grebneffi","","227466","species","Kairuku grebneffi","227463","40709","extinct","2"
"104311","104311","txn","","","Icadyptes","","104311","genus","Icadyptes","36626","24742","extinct","1"
"104312","104312","txn","","","Icadyptes salasi","","104312","species","Icadyptes salasi","104311","24742","extinct","1"
"400731","400731","txn","","","Kupoupou","","400731","genus","Kupoupou","36626","71211","extinct","1"
"400732","400732","txn","","","Kupoupou stilwelli","","400732","species","Kupoupou stilwelli","400731","71211","extinct","1"
"105888","105888","txn","","","Paraptenodytinae","","105888","subfamily","Paraptenodytinae","36626","25128","extinct","0"
"171685","171685","txn","","","Inkayacu","","171685","genus","Inkayacu","36626","33980","extinct","1"
"171686","171686","txn","","","Inkayacu paracasensis","","171686","species","Inkayacu paracasensis","171685","33980","extinct","1"
"205710","205710","txn","","","Kaiika","","205710","genus","Kaiika","36626","38537","extinct","1"
"205707","205707","txn","","","Kaiika maxwelli","","205707","species","Kaiika maxwelli","205710","38537","extinct","1"
"39727","39727","txn","","","Pachydyptes","","39727","genus","Pachydyptes","36626","29677","extinct","3"
"173443","173443","txn","","","Pachydyptes simpsoni","","173443","species","Pachydyptes simpsoni","39727","34391","extinct","1"
"105511","105511","txn","","","Pachydyptes ponderosus","","105511","species","Pachydyptes ponderosus","39727","29677","extinct","2"
"92199","92199","txn","","","Marambiornis","","92199","genus","Marambiornis","36626","19675","extinct","3"
"92200","92200","txn","","","Marambiornis exilis","","92200","species","Marambiornis exilis","92199","19675","extinct","3"
"36628","438471","txn","","","Procellariiformes","","36628","unranked clade","Procellariiformes","98891","77072","extant","959"
"171225","171225","txn","","","Kievornis","","171225","genus","Kievornis","36628","33935","extinct","1"
"171226","171226","txn","","","Kievornis rogovitshi","","171226","species","Kievornis rogovitshi","171225","33935","extinct","1"
"98892","98892","txn","","","Pelecanoidi","","98892","suborder","Pelecanoidi","36628","24173","extant","0"
"134719","134719","txn","","","Rupelornis","nomen dubium","36628","unranked clade","Procellariiformes","36628","28330","extinct","1"
"212147","212147","txn","","","Hydrotherikornis","","212147","genus","Hydrotherikornis","36628","39160","extinct","0"
"212148","212148","txn","","","Hydrotherikornis oregonus","","212148","species","Hydrotherikornis oregonus","212147","39160","extinct","0"
"98893","98893","txn","","","Procellarae","","98893","suborder","Procellarae","36628","24173","extant","0"
"98894","98894","txn","","","Oceanitoidea","","98894","superfamily","Oceanitoidea","98893","24173","extant","0"
"98895","486138","txn","","","Procellarioidae","","98895","superfamily","Procellarioidae","98893","24920","extant","0"
"479061","479061","txn","","","Pandiomedeidae","","479061","unranked clade","Pandiomedeidae","36628","86502","extinct","3"
"39694","39694","txn","","","Plotornis","","39694","genus","Plotornis","479061","4783","extinct","3"
"369829","429146","txn","","","Plotornis avernensis","","369829","species","Plotornis avernensis","39694","74426","extinct","0"
"69840","304834","txn","","","Plotornis graculoides","","69840","species","Plotornis graculoides","39694","42659","extinct","1"
"479060","479060","txn","","","Plotornis archaeonautes","","479060","species","Plotornis archaeonautes","39694","86502","extinct","1"
"335093","335093","txn","","","Plotornis delfortrii","","335093","species","Plotornis delfortrii","39694","6039","extinct","0"
"39692","39692","txn","","","Diomedeidae","","39692","family","Diomedeidae","36628","4783","extant","102"
"143740","143740","txn","","","Thalassarche","","143740","genus","Thalassarche","39692","29521","extant","10"
"372492","372493","txn","","","Thalassarche cauta","","372492","species","Thalassarche cauta","143740","65172","extant","3"
"419229","419230","txn","","","Thalassarche chlororhynchos","","419229","species","Thalassarche chlororhynchos","143740","65172","extant","1"
"400022","400022","txn","","","Thalassarche melanophris","","400022","species","Thalassarche melanophris","143740","71102","extant","1"
"372416","372417","txn","","","Thalassarche chrysostoma","","372416","species","Thalassarche chrysostoma","143740","65172","extant","1"
"143741","143742","txn","","","Thalassarche bulleri","","143741","species","Thalassarche bulleri","143740","29521","extant","3"
"379393","379393","txn","","","Phoebetria","","379393","genus","Phoebetria","39692","65172","extant","1"
"400021","400021","txn","","","Phoebetria palpebrata","","400021","species","Phoebetria palpebrata","379393","71102","extant","0"
"39693","39693","txn","","","Diomedea","","39693","genus","Diomedea","39692","12782","extant","33"
"419227","419227","txn","","","Diomedea amsterdamensis","","419227","species","Diomedea amsterdamensis","39693","72407","extant","1"
"429475","429475","txn","","","Diomedea rumana","","429475","species","Diomedea rumana","39693","58139","extinct","1"
"372447","372447","txn","","","Diomedea exulans","","372447","species","Diomedea exulans","39693","12782","extant","3"
"335094","335094","txn","","","Diomedea thyridata","","335094","species","Diomedea thyridata","39693","6039","extinct","1"
"83350","83350","txn","","","Diomedea nigripes","","83350","species","Diomedea nigripes","39693","18140","","2"
"166915","166915","txn","","","Diomedea milleri","","166915","species","Diomedea milleri","39693","40846","extinct","3"
"371146","371146","txn","","","Diomedea epomophora","","371146","species","Diomedea epomophora","39693","65172","extant","5"
"83344","83344","txn","","","Phoebastria","","83344","genus","Phoebastria","39692","18140","extant","44"
"83345","83346","txn","","","Phoebastria anglica","","83345","species","Phoebastria anglica","83344","18140","extinct","6"
"129737","129737","txn","","","Diomedea californica","subjective synonym of","83345","species","Phoebastria anglica","83344","27790","extinct","6"
"83352","83353","txn","","","Phoebastria immutabilis","","83352","species","Phoebastria immutabilis","83344","18140","","1"
"83347","83348","txn","","","Phoebastria albatrus","","83347","species","Phoebastria albatrus","83344","18140","extant","36"
"83349","83349","txn","","","Diomedea howardae","subjective synonym of","83347","species","Phoebastria albatrus","83344","29740","extant","36"
"83354","83354","txn","","","Phoebastria rexularum","","83354","species","Phoebastria rexularum","83344","18140","","1"
"405287","405287","txn","","","Phoebastria irrorata","","405287","species","Phoebastria irrorata","83344","71102","extant","0"
"428392","428392","txn","","","Tydea","","428392","genus","Tydea","39692","74297","extinct","2"
"428393","428393","txn","","","Tydea septentrionalis","","428393","species","Tydea septentrionalis","428392","74297","extinct","2"
"366438","366438","txn","","","Notoleptos","","366438","genus","Notoleptos","39692","64798","extinct","1"
"366439","366439","txn","","","Notoleptos giglii","","366439","species","Notoleptos giglii","366438","64798","extinct","1"
"394780","394780","txn","","","Aldiomedes","","394780","genus","Aldiomedes","39692","61682","extinct","1"
"394781","394781","txn","","","Aldiomedes angustirostris","","394781","species","Aldiomedes angustirostris","394780","61682","extinct","1"
"358818","358818","txn","","","Diomedavus","","358818","genus","Diomedavus","39692","62718","extinct","1"
"358819","358819","txn","","","Diomedavus knapptonensis","","358819","species","Diomedavus knapptonensis","358818","62718","extinct","1"
"140425","140425","txn","","","Hydrobatidae","","140425","family","Hydrobatidae","36628","29076","extant","52"
"36631","36631","txn","","","Oceanodroma","","36631","genus","Oceanodroma","140425","6930","extant","22"
"137215","137215","txn","","","Oceanodroma hubbsi","","137215","species","Oceanodroma hubbsi","36631","28676","extinct","1"
"428656","428656","txn","","","Halocyptena","subjective synonym of","36631","genus","Oceanodroma","140425","65172","extant","22"
"371734","371735","txn","","","Oceanodroma monorhis","","371734","species","Oceanodroma monorhis","36631","65172","extant","1"
"368272","368272","txn","","","Cymochorea","subjective synonym of","36631","genus","Oceanodroma","140425","65172","extant","22"
"428657","428659","txn","","","Oceanodroma microsoma","","428657","species","Oceanodroma microsoma","36631","65172","extant","1"
"428654","428655","txn","","","Oceanodroma melania","","428654","species","Oceanodroma melania","36631","65172","extant","2"
"186229","368275","txn","","","Oceanodroma castro","","186229","species","Oceanodroma castro","36631","57791","extant","9"
"335293","368273","txn","","","Oceanodroma homochroa","","335293","species","Oceanodroma homochroa","36631","65172","extant","5"
"372469","372469","txn","","","Garrodia","","372469","genus","Garrodia","140425","65172","extant","4"
"372468","372470","txn","","","Garrodia nereis","","372468","species","Garrodia nereis","372469","65172","extant","4"
"368547","368547","txn","","","Hydrobates","","368547","genus","Hydrobates","140425","65172","extant","8"
"368546","368548","txn","","","Hydrobates furcatus","","368546","species","Hydrobates furcatus","368547","65172","extant","1"
"401247","401247","txn","","","Hydrobates tethys","","401247","species","Hydrobates tethys","368547","71102","extant","0"
"372776","420792","txn","","","Hydrobates leucorhous","","372776","species","Hydrobates leucorhous","368547","72694","extant","6"
"368156","368156","txn","","","Nesofregetta","","368156","genus","Nesofregetta","140425","65172","extant","16"
"186429","368157","txn","","","Nesofregetta fuliginosa","","186429","species","Nesofregetta fuliginosa","368156","65172","extant","16"
"378465","378465","txn","","","Makahala","","378465","genus","Makahala","36628","48952","extinct","1"
"378466","378466","txn","","","Makahala mirae","","378466","species","Makahala mirae","378465","48952","extinct","1"
"39704","39704","txn","","","Oceanitidae","","39704","family","Oceanitidae","36628","4783","extant","28"
"39705","39705","txn","","","Oceanites","","39705","genus","Oceanites","39704","4783","extant","7"
"336378","336378","txn","","","Oceanites zaloscarthmus","","336378","species","Oceanites zaloscarthmus","39705","5416","extinct","3"
"372545","372546","txn","","","Oceanites oceanicus","","372545","species","Oceanites oceanicus","39705","65172","extant","2"
"371110","371110","txn","","","Fregetta","","371110","genus","Fregetta","39704","65172","extant","3"
"401420","401420","txn","","","Fregetta tropica","","401420","species","Fregetta tropica","371110","71102","extant","0"
"402346","402346","txn","","","Fregetta maoriana","","402346","species","Fregetta maoriana","371110","71102","extant","0"
"371363","371364","txn","","","Fregetta grallaria","","371363","species","Fregetta grallaria","371110","65172","extant","2"
"173503","173503","txn","","","Oceanitinae","","173503","subfamily","Oceanitinae","39704","34440","extant","0"
"143756","143756","txn","","","Pelagodroma","","143756","genus","Pelagodroma","39704","29521","extant","18"
"143757","143758","txn","","","Pelagodroma marina","","143757","species","Pelagodroma marina","143756","29521","extant","17"
"429924","429924","txn","","","Marinavidae","","429924","family","Marinavidae","36628","74648","extinct","1"
"429767","429767","txn","","","Marinavis","","429767","genus","Marinavis","429924","74648","extinct","1"
"429768","429768","txn","","","Marinavis longirostris","","429768","species","Marinavis longirostris","429767","74648","extinct","1"
"143477","143477","txn","","","Tytthostonychidae","","143477","family","Tytthostonychidae","36628","29473","extinct","1"
"36633","36633","txn","","","Tytthostonyx","","36633","genus","Tytthostonyx","143477","29473","extinct","1"
"143478","143478","txn","","","Tytthostonyx glauconiticus","","143478","species","Tytthostonyx glauconiticus","36633","29473","extinct","1"
"134715","134715","txn","","","Diomedeoididae","","134715","family","Diomedeoididae","36628","28330","extinct","1"
"39695","39695","txn","","","Procellariidae","","39695","family","Procellariidae","36628","4783","extant","756"
"98896","98896","txn","","","Procellariinae","","98896","subfamily","Procellariinae","39695","24173","extant","0"
"369301","369301","txn","","","Macronectes","","369301","genus","Macronectes","39695","65172","extant","11"
"372418","372419","txn","","","Macronectes giganteus","","372418","species","Macronectes giganteus","369301","65172","extant","4"
"379394","379394","txn","","","Macronectes halli","","379394","species","Macronectes halli","369301","65172","extant","1"
"173504","173504","txn","","","Fulmarinae","","173504","subfamily","Fulmarinae","39695","34440","extant","1"
"39697","39697","txn","","","Calonectris","","39697","genus","Calonectris","39695","4783","extant","18"
"83362","83362","txn","","","Calonectris krantzi","","83362","species","Calonectris krantzi","39697","18140","extinct","1"
"371974","371974","txn","","","Calonectris wingatei","","371974","species","Calonectris wingatei","39697","66036","extinct","1"
"178172","178172","txn","","","Calonectris kurodai","","178172","species","Calonectris kurodai","39697","35049","extinct","2"
"420794","420795","txn","","","Calonectris leucomelas","","420794","species","Calonectris leucomelas","39697","65172","extant","1"
"83365","83366","txn","","","Calonectris diomedea","","83365","species","Calonectris diomedea","39697","18140","extant","11"
"83363","368279","txn","","","Calonectris diomedea borealis","","83363","subspecies","Calonectris diomedea borealis","83365","18140","extant","1"
"429471","429471","txn","","","Primodroma","","429471","genus","Primodroma","39695","74648","extinct","2"
"429472","429472","txn","","","Primodroma bournei","","429472","species","Primodroma bournei","429471","74648","extinct","2"
"36630","36630","txn","","","Eopuffinus","","36630","genus","Eopuffinus","39695","38156","extinct","1"
"203030","203030","txn","","","Eopuffinus kazachstanensis","","203030","species","Eopuffinus kazachstanensis","36630","38156","extinct","1"
"39698","39698","txn","","","Fulmarus","","39698","genus","Fulmarus","39695","4783","extant","33"
"335291","368276","txn","","","Fulmarus glacialis","","335291","species","Fulmarus glacialis","39698","40658","extant","24"
"335095","335095","txn","","","Fulmarus miocaenus","","335095","species","Fulmarus miocaenus","39698","40947","extinct","1"
"206640","206640","txn","","","Fulmarus hammeri","","206640","species","Fulmarus hammeri","39698","38669","extinct","1"
"372692","372693","txn","","","Fulmarus glacialoides","","372692","species","Fulmarus glacialoides","39698","65172","extant","4"
"372422","372422","txn","","","Halobaena","","372422","genus","Halobaena","39695","65172","extant","2"
"372421","372424","txn","","","Halobaena caerulea","","372421","species","Halobaena caerulea","372422","65172","extant","2"
"374025","374025","txn","","","Daption","","374025","genus","Daption","39695","65172","extant","1"
"374024","374026","txn","","","Daption capense","","374024","species","Daption capense","374025","12782","extant","1"
"39700","39700","txn","","","Procellaria","","39700","genus","Procellaria","39695","12782","extant","7"
"372427","372427","txn","","","Procellaria cinerea","","372427","species","Procellaria cinerea","39700","65172","extant","2"
"83358","83358","txn","","","Procellaria parkinsoni","","83358","species","Procellaria parkinsoni","39700","18140","extant","1"
"83357","83357","txn","","","Procellaria aequinoctialis","","83357","species","Procellaria aequinoctialis","39700","12782","extant","2"
"39701","39701","txn","","","Pterodroma","","39701","genus","Pterodroma","39695","4783","extant","174"
"371365","371366","txn","","","Pterodroma brevipes","","371365","species","Pterodroma brevipes","39701","65172","extant","2"
"372812","372813","txn","","","Pterodroma arminjoniana","","372812","species","Pterodroma arminjoniana","39701","65172","extant","2"
"476154","476155","txn","","","Pterodroma neglecta","","476154","species","Pterodroma neglecta","39701","65172","extant","6"
"186225","368286","txn","","","Pterodroma phaeopygia","","186225","species","Pterodroma phaeopygia","39701","36280","extant","3"
"419236","419237","txn","","","Pterodroma mollis","","419236","species","Pterodroma mollis","39701","65172","extant","1"
"129861","129862","txn","","","Pterodroma cahow","","129861","species","Pterodroma cahow","39701","27720","extant","7"
"372803","372804","txn","","","Pterodroma alba","","372803","species","Pterodroma alba","39701","65172","extant","2"
"371702","371704","txn","","","Pterodroma baraui","","371702","species","Pterodroma baraui","39701","65172","extant","2"
"371102","371103","txn","","","Pterodroma nigripennis","","371102","species","Pterodroma nigripennis","39701","65172","extant","15"
"372159","372159","txn","","","Pterodroma pycrofti","","372159","species","Pterodroma pycrofti","39701","65172","extant","6"
"371738","371738","txn","","","Pterodroma kurodai","","371738","species","Pterodroma kurodai","39701","65953","extinct","3"
"372494","372495","txn","","","Pterodroma cookii","","372494","species","Pterodroma cookii","39701","65172","extant","4"
"400023","400023","txn","","","Pterodroma incerta","","400023","species","Pterodroma incerta","39701","71102","extant","0"
"129860","129860","txn","","","Aestrelata","subjective synonym of","39701","genus","Pterodroma","39695","27720","extant","174"
"336211","336211","txn","","","Pterodroma jugabilis","","336211","species","Pterodroma jugabilis","39701","57999","extinct","1"
"379359","379359","txn","","","Pterodroma imberi","","379359","species","Pterodroma imberi","39701","67507","extinct","8"
"508750","508750","txn","","","Pterodroma zinorum","","508750","species","Pterodroma zinorum","39701","92062","extinct","11"
"83359","83360","txn","","","Pterodroma lessonii","","83359","species","Pterodroma lessonii","39701","18140","extant","5"
"372814","372815","txn","","","Pterodroma heraldica","","372814","species","Pterodroma heraldica","39701","65172","extant","8"
"372009","372010","txn","","","Pterodroma hasitata","","372009","species","Pterodroma hasitata","39701","65172","extant","3"
"379357","379358","txn","","","Pterodroma leucoptera","","379357","species","Pterodroma leucoptera","39701","65172","extant","3"
"379395","379396","txn","","","Pterodroma magentae","","379395","species","Pterodroma magentae","39701","65172","extant","8"
"186226","368287","txn","","","Pterodroma hypoleuca","","186226","species","Pterodroma hypoleuca","39701","36280","extant","3"
"335255","335255","txn","","","Pterodroma rupinarum","","335255","species","Pterodroma rupinarum","39701","57791","extinct","10"
"372471","372472","txn","","","Pterodroma axillaris","","372471","species","Pterodroma axillaris","39701","65172","extant","4"
"419234","419235","txn","","","Pterodroma macroptera","","419234","species","Pterodroma macroptera","39701","65172","extant","1"
"143745","143746","txn","","","Pterodroma inexpectata","","143745","species","Pterodroma inexpectata","39701","29521","extant","6"
"36629","36629","txn","","","Diomedeoides","","36629","genus","Diomedeoides","39695","6930","extinct","3"
"134716","134716","txn","","","Frigidafons","subjective synonym of","36629","genus","Diomedeoides","39695","28330","extinct","3"
"134724","134725","txn","","","Diomedeoides babaheydariensis","","134724","species","Diomedeoides babaheydariensis","36629","28330","extinct","0"
"134721","134722","txn","","","Diomedeoides lipsiensis","","134721","species","Diomedeoides lipsiensis","36629","28330","extinct","2"
"134723","134723","txn","","","Diomedeoides minimus","subjective synonym of","134721","species","Diomedeoides lipsiensis","36629","28330","extinct","2"
"134717","134718","txn","","","Diomedeoides brodkorbi","","134717","species","Diomedeoides brodkorbi","36629","28330","extinct","0"
"39699","39699","txn","","","Pachyptila","","39699","genus","Pachyptila","39695","18770","extant","37"
"379397","379397","txn","","","Pseudoprion","subjective synonym of","39699","genus","Pachyptila","39695","65172","extant","37"
"173505","173505","txn","","","Pachyptila salax","","173505","species","Pachyptila salax","39699","34440","extinct","4"
"379399","379400","txn","","","Pachyptila crassirostris","","379399","species","Pachyptila crassirostris","39699","65172","extant","1"
"143754","143755","txn","","","Pachyptila turtur","","143754","species","Pachyptila turtur","39699","29521","extant","11"
"369464","369465","txn","","","Pachyptila salvini","","369464","species","Pachyptila salvini","39699","65172","extant","2"
"419231","419232","txn","","","Pachyptila salvini macgillivrayi","","419231","subspecies","Pachyptila salvini macgillivrayi","369464","65172","extant","1"
"372425","372426","txn","","","Pachyptila desolata","","372425","species","Pachyptila desolata","39699","65172","extant","4"
"369460","369461","txn","","","Pachyptila vittata","","369460","species","Pachyptila vittata","39699","65172","extant","5"
"369462","369462","txn","","","Prion","replaced by","39699","genus","Pachyptila","39695","65172","extant","37"
"434207","434207","txn","","","Puffinini","","434207","tribe","Puffinini","39695","1401","extant","4"
"83355","83355","txn","","","Pterodromoides","","83355","genus","Pterodromoides","39695","18141","extinct","3"
"83356","83356","txn","","","Pterodromoides minoricensis","","83356","species","Pterodromoides minoricensis","83355","18141","extinct","3"
"39696","39696","txn","","","Argyrodyptes","","39696","genus","Argyrodyptes","39695","25183","extinct","0"
"105837","105837","txn","","","Argyrodyptes microtarsus","","105837","species","Argyrodyptes microtarsus","39696","25183","extinct","0"
"143751","143751","txn","","","Ardenna","","143751","genus","Ardenna","39695","29521","extant","94"
"372496","372497","txn","","","Ardenna carneipes","","372496","species","Ardenna carneipes","143751","65172","extant","2"
"145768","378381","txn","","","Ardenna gilmorei","","145768","species","Ardenna gilmorei","143751","29740","extinct","1"
"83368","368283","txn","","","Ardenna gravis","","83368","species","Ardenna gravis","143751","18140","extant","3"
"378377","378377","txn","","","Ardenna davealleni","","378377","species","Ardenna davealleni","143751","2018","extinct","2"
"83371","368284","txn","","","Ardenna tenuirostris","","83371","species","Ardenna tenuirostris","143751","18140","extant","15"
