occurrence_no,collection_no,accepted_name,accepted_rank,early_interval,late_interval,max_ma,min_ma
1555223,219405,Dinosauria,unranked clade,Late Cretaceous,,100.5,66.0
1555224,219406,Dinosauria,unranked clade,Late Cretaceous,,100.5,66.0
1555225,219407,Sauropoda,unranked clade,Late Cretaceous,,100.5,66.0
1555226,219407,Theropoda,unranked clade,Late Cretaceous,,100.5,66.0
1555227,219408,Dinosauria,unranked clade,Maastrichtian,,72.2,66.0
1555228,219409,Dinosauria,unranked clade,Maastrichtian,,72.2,66.0
1555229,67658,Theropoda,unranked clade,Maastrichtian,,72.2,66.0
1555230,219410,Dinosauria,unranked clade,Maastrichtian,,72.2,66.0
1555231,219411,Theropoda,unranked clade,Maastrichtian,,72.2,66.0
1555232,219412,Dinosauria,unranked clade,Maastrichtian,,72.2,66.0
1555233,219413,Theropoda,unranked clade,Maastrichtian,,72.2,66.0
1555237,219414,Theropoda,unranked clade,Maastrichtian,,72.2,66.0
1555238,219415,Dinosauria,unranked clade,Maastrichtian,,72.2,66.0
1555239,219416,Dinosauria,unranked clade,Maastrichtian,,72.2,66.0
1555240,219417,Theropoda,unranked clade,Maastrichtian,,72.2,66.0
1555241,219418,Dinosauria,unranked clade,Maastrichtian,,72.2,66.0
1555242,219419,Theropoda,unranked clade,Maastrichtian,,72.2,66.0
1555243,219420,Titanosauria,unranked clade,Campanian,,83.6,72.2
1555245,219421,Theropoda,unranked clade,Campanian,,83.6,72.2
1555246,219421,Dinosauria,unranked clade,Campanian,,83.6,72.2
1555247,219422,Theropoda,unranked clade,Campanian,,83.6,72.2
1555248,219422,Ankylosauria,unranked clade,Campanian,,83.6,72.2
1555249,219423,Sauropoda,unranked clade,Santonian,Maastrichtian,85.7,66.0
1555250,219423,Dromaeosauridae,family,Santonian,Maastrichtian,85.7,66.0
1555251,219424,Titanosauria,unranked clade,Santonian,Maastrichtian,85.7,66.0
1555252,219425,Dinosauria,unranked clade,Jurassic,Cretaceous,201.4,66.0
1555253,219426,Sauropoda,unranked clade,Maastrichtian,,72.2,66.0
1555254,219427,Theropoda,unranked clade,Maastrichtian,,72.2,66.0
1555255,219427,Titanosauridae,family,Maastrichtian,,72.2,66.0
1555258,20146,Aves,class,Irvingtonian,Rancholabrean,1.4,0.014
1555270,20607,Aves,class,Late Pleistocene,,0.129,0.0117
1555273,20622,Anatidae,family,Late Pleistocene,,0.129,0.0117
1555274,20622,Phalacrocorax,genus,Late Pleistocene,,0.129,0.0117
1555275,20622,Pelecanus,genus,Late Pleistocene,,0.129,0.0117
1555286,20642,Anatidae,family,Late Pleistocene,,0.129,0.0117
1555287,219428,Dinosauria,unranked clade,Santonian,Maastrichtian,85.7,66.0
1555291,20644,Gavia,genus,Late Pleistocene,,0.129,0.0117
1555292,219429,Dinosauria,unranked clade,Cenomanian,Coniacian,100.5,85.7
1555301,84880,Anas,genus,Rancholabrean,,0.21,0.014
1555302,84880,Strigiformes,order,Rancholabrean,,0.21,0.014
1555303,219430,Ornithopoda,unranked clade,Late Cretaceous,,100.5,66.0
1555304,219431,Ornithopoda,unranked clade,Late Cretaceous,,100.5,66.0
1555305,219431,Sauropoda,unranked clade,Late Cretaceous,,100.5,66.0
1555306,219431,Theropoda,unranked clade,Late Cretaceous,,100.5,66.0
1555308,84881,Gavia immer,species,Chibanian,,0.774,0.129
1555309,84881,Podiceps grisegena,species,Chibanian,,0.774,0.129
1555310,84881,Phalacrocorax,genus,Chibanian,,0.774,0.129
1555311,84881,Anas crecca,species,Chibanian,,0.774,0.129
1555312,84881,Bucephala clangula,species,Chibanian,,0.774,0.129
1555313,84881,Bucephala albeola,species,Chibanian,,0.774,0.129
1555314,84881,Panalcidae,unranked clade,Chibanian,,0.774,0.129
1555315,84881,Melanitta perspicillata,species,Chibanian,,0.774,0.129
1555316,84881,Chendytes,genus,Chibanian,,0.774,0.129
1555317,84881,Synthliboramphus antiquus,species,Chibanian,,0.774,0.129
1555332,84885,Bucephala albeola,species,Rancholabrean,,0.21,0.014
1555333,84885,Branta canadensis,species,Rancholabrean,,0.21,0.014
1555334,84885,Anser caerulescens,species,Rancholabrean,,0.21,0.014
1555335,84885,Galliformes,suborder,Rancholabrean,,0.21,0.014
1555336,84885,Passeriformes,order,Rancholabrean,,0.21,0.014
1555337,84887,Aves,class,Rancholabrean,,0.21,0.014
1555338,219432,Dinosauria,unranked clade,Maastrichtian,,72.2,66.0
1555342,219433,Dinosauria,unranked clade,Maastrichtian,,72.2,66.0
1555343,219434,Dinosauria,unranked clade,Maastrichtian,,72.2,66.0
1555346,84904,Gavia pacifica,species,Rancholabrean,Holocene,0.21,0.0
1555347,84904,Podiceps nigricollis,species,Rancholabrean,Holocene,0.21,0.0
1555348,84904,Phoebastria albatrus,species,Rancholabrean,Holocene,0.21,0.0
1555349,84904,Fulmarus glacialis,species,Rancholabrean,Holocene,0.21,0.0
1555350,84904,Ardenna grisea,species,Rancholabrean,Holocene,0.21,0.0
1555351,84904,Puffinus opisthomelas,species,Rancholabrean,Holocene,0.21,0.0
1555352,84904,Oceanodroma homochroa,species,Rancholabrean,Holocene,0.21,0.0
1555354,84904,Phalacrocorax penicillatus,species,Rancholabrean,Holocene,0.21,0.0
1555355,84904,Phalacrocorax pelagicus,species,Rancholabrean,Holocene,0.21,0.0
1555356,84904,Ardea herodias,species,Rancholabrean,Holocene,0.21,0.0
1555357,84904,Plegadis chihi,species,Rancholabrean,Holocene,0.21,0.0
1555358,84904,Anser caerulescens,species,Rancholabrean,Holocene,0.21,0.0
1555359,84904,Branta canadensis,species,Rancholabrean,Holocene,0.21,0.0
1555360,84904,Melanitta perspicillata,species,Rancholabrean,Holocene,0.21,0.0
1555361,84904,Melanitta fusca,species,Rancholabrean,Holocene,0.21,0.0
1555362,84904,Mergus serrator,species,Rancholabrean,Holocene,0.21,0.0
1555363,84904,Chendytes lawi,species,Rancholabrean,Holocene,0.21,0.0
1555364,84904,Gymnogyps californianus,species,Rancholabrean,Holocene,0.21,0.0
1555365,84904,Haliaeetus leucocephalus,species,Rancholabrean,Holocene,0.21,0.0
1555366,84904,Buteo jamaicensis,species,Rancholabrean,Holocene,0.21,0.0
1555367,84904,Polyborus plancus,species,Rancholabrean,Holocene,0.21,0.0
1555368,84904,Falco sparverius,species,Rancholabrean,Holocene,0.21,0.0
1555369,84904,Calidris mauri,species,Rancholabrean,Holocene,0.21,0.0
1555370,84904,Larus delawarensis,species,Rancholabrean,Holocene,0.21,0.0
1555371,84904,Larus californicus,species,Rancholabrean,Holocene,0.21,0.0
1555372,84904,Larus occidentalis,species,Rancholabrean,Holocene,0.21,0.0
1555373,84904,Uria aalge,species,Rancholabrean,Holocene,0.21,0.0
1555374,84904,Cepphus columba,species,Rancholabrean,Holocene,0.21,0.0
1555375,84904,Synthliboramphus hypoleucus,species,Rancholabrean,Holocene,0.21,0.0
1555376,84904,Synthliboramphus,genus,Rancholabrean,Holocene,0.21,0.0
1555377,84904,Ptychoramphus aleuticus,species,Rancholabrean,Holocene,0.21,0.0
1555378,84904,Cerorhinca,genus,Rancholabrean,Holocene,0.21,0.0
1555379,84904,Tyto alba,species,Rancholabrean,Holocene,0.21,0.0
1555380,84904,Asio priscus,species,Rancholabrean,Holocene,0.21,0.0
1555381,84904,Corvus corax,species,Rancholabrean,Holocene,0.21,0.0
1555382,84904,Zonotrichia leucophrys,species,Rancholabrean,Holocene,0.21,0.0
1555383,84904,Melospiza melodia,species,Rancholabrean,Holocene,0.21,0.0
1555384,84904,Passeriformes,order,Rancholabrean,Holocene,0.21,0.0
1555385,219435,Dromaeosauridae,family,Maastrichtian,,72.2,66.0
1555386,219436,Theropoda,unranked clade,Maastrichtian,,72.2,66.0
1555387,219411,Calorckosauripus lazari,species,Maastrichtian,,72.2,66.0
1555388,219411,Titanosauridae,family,Maastrichtian,,72.2,66.0
1555389,219437,Theropoda,unranked clade,Maastrichtian,,72.2,66.0
1555390,219437,Maniraptoriformes,unranked clade,Maastrichtian,,72.2,66.0
1555391,67490,Branta,genus,Irvingtonian,Rancholabrean,1.4,0.014
1555392,176037,Branta canadensis,species,Pleistocene,,2.58,0.0117
1555405,155393,Coragyps occidentalis,species,Late Pleistocene,,0.129,0.0117
1555406,155393,Buteo jamaicensis,species,Late Pleistocene,,0.129,0.0117
1555407,155393,Bonasa umbellus,species,Late Pleistocene,,0.129,0.0117
1555411,219438,Aves,class,Late Pleistocene,,0.129,0.0117
1555418,219439,Titanosauria,unranked clade,Maastrichtian,,72.2,66.0
1555419,219440,Theropoda,unranked clade,Maastrichtian,,72.2,66.0
1555420,219441,Titanosauria,unranked clade,Maastrichtian,,72.2,66.0
1555421,219442,Theropoda,unranked clade,Maastrichtian,,72.2,66.0
1555422,219443,Theropoda,unranked clade,Maastrichtian,,72.2,66.0
1555423,219444,Titanosauria,unranked clade,Maastrichtian,,72.2,66.0
1555424,219445,Theropoda,unranked clade,Maastrichtian,,72.2,66.0
1555425,219447,Theropoda,unranked clade,Santonian,Maastrichtian,85.7,66.0
1555426,219447,Maniraptora,unranked clade,Santonian,Maastrichtian,85.7,66.0
1555427,219447,Titanosauria,unranked clade,Santonian,Maastrichtian,85.7,66.0
1555428,219447,Ankylosauria,unranked clade,Santonian,Maastrichtian,85.7,66.0
1555436,219449,Theropoda,unranked clade,Santonian,Maastrichtian,85.7,66.0
1555437,219449,Titanosauria,unranked clade,Santonian,Maastrichtian,85.7,66.0
1555438,219450,Titanosauria,unranked clade,Santonian,Maastrichtian,85.7,66.0
1555439,219451,Theropoda,unranked clade,Santonian,Maastrichtian,85.7,66.0
1555440,219451,Titanosauria,unranked clade,Santonian,Maastrichtian,85.7,66.0
1555441,219452,Theropoda,unranked clade,Santonian,Maastrichtian,85.7,66.0
1555442,219452,Titanosauria,unranked clade,Santonian,Maastrichtian,85.7,66.0
1555443,219453,Theropoda,unranked clade,Santonian,Maastrichtian,85.7,66.0
1555444,219453,Titanosauria,unranked clade,Santonian,Maastrichtian,85.7,66.0
1555445,219454,Theropoda,unranked clade,Santonian,Maastrichtian,85.7,66.0
1555446,219454,Ankylosauria,unranked clade,Santonian,Maastrichtian,85.7,66.0
1555447,219454,Titanosauria,unranked clade,Santonian,Maastrichtian,85.7,66.0
1555448,219455,Theropoda,unranked clade,Santonian,Maastrichtian,85.7,66.0
1555449,219455,Titanosauria,unranked clade,Santonian,Maastrichtian,85.7,66.0
1555450,219455,Ankylosauria,unranked clade,Santonian,Maastrichtian,85.7,66.0
1555634,219480,Ornithopoda,unranked clade,Santonian,Maastrichtian,85.7,66.0
1555635,219481,Dinosauria,unranked clade,Maastrichtian,,72.2,66.0
1555636,219482,Dinosauria,unranked clade,Maastrichtian,,72.2,66.0
1555637,219439,Theropoda,unranked clade,Maastrichtian,,72.2,66.0
1555638,219483,Coelurosauria,unranked clade,Maastrichtian,,72.2,66.0
1555639,219484,Dinosauria,unranked clade,Maastrichtian,,72.2,66.0
1555640,219485,Theropoda,unranked clade,Maastrichtian,,72.2,66.0
1555641,219486,Dinosauria,unranked clade,Maastrichtian,,72.2,66.0
1555642,219487,Theropoda,unranked clade,Maastrichtian,,72.2,66.0
1555643,219488,Dinosauria,unranked clade,Maastrichtian,,72.2,66.0
1555644,219489,Dinosauria,unranked clade,Maastrichtian,,72.2,66.0
1555645,219490,Dinosauria,unranked clade,Maastrichtian,,72.2,66.0
1555646,219487,Ankylosauria,unranked clade,Maastrichtian,,72.2,66.0
1555647,219491,Maniraptoriformes,unranked clade,Maastrichtian,,72.2,66.0
1555649,99665,Theropoda,unranked clade,Norian,,227.3,205.7
1555651,67434,Heterodontosauridae,family,Middle Toarcian,Late Toarcian,182.9,174.7
1555652,207779,Titanosauria,unranked clade,Albian,Cenomanian,113.2,93.9
1555653,207779,Tiamat valdecii,species,Albian,Cenomanian,113.2,93.9
1555654,207779,Rebbachisauridae,unranked clade,Albian,Cenomanian,113.2,93.9
1555655,207779,Sauropoda,unranked clade,Albian,Cenomanian,113.2,93.9
1555656,207779,Theropoda,unranked clade,Albian,Cenomanian,113.2,93.9
1555657,86018,Theropoda,unranked clade,Late Campanian,Early Maastrichtian,83.6,66.0
1555658,219492,Sauropoda,unranked clade,Late Campanian,Early Maastrichtian,83.6,66.0
1555659,219496,Ninjatitan zapatai,species,Late Berriasian,Valanginian,139.1,132.6
1555660,219506,Titanosauria,unranked clade,Late Coniacian,Early Santonian,89.8,83.6
1555661,123202,Meraxes gigas,species,Late Cenomanian,Turonian,100.5,89.8
1555662,117447,Aeolosaurini,unranked clade,Early Campanian,Middle Campanian,83.6,72.2
1555674,37039,Hadrosauroidea,unranked clade,Maastrichtian,Early Maastrichtian,72.2,66.0
1555675,37039,Titanosauria,unranked clade,Maastrichtian,Early Maastrichtian,72.2,66.0
1555676,179480,Abelisauridae,family,Cenomanian,,100.5,93.9
1555677,219513,Titanosauria,unranked clade,Late Coniacian,Early Santonian,89.8,83.6
1555678,219514,Titanosauria,unranked clade,Late Coniacian,Early Santonian,89.8,83.6
1555679,219515,Carcharodontosauridae,family,Late Cenomanian,Turonian,100.5,89.8
1555680,67296,Giganotosaurus carolinii,species,Late Cenomanian,Turonian,100.5,89.8
1555681,49415,Theropoda,unranked clade,Late Turonian,Early Coniacian,93.9,85.7
1555682,49415,Neuquenraptor argentinus,species,Late Turonian,Early Coniacian,93.9,85.7
1555683,219528,Faveoloolithidae,family,Maastrichtian,Early Maastrichtian,72.2,66.0
1555684,219529,Faveoloolithidae,family,Maastrichtian,Early Maastrichtian,72.2,66.0
1555685,219529,Megaloolithidae,family,Maastrichtian,Early Maastrichtian,72.2,66.0
1555686,219530,Faveoloolithidae,family,Maastrichtian,Early Maastrichtian,72.2,66.0
1555689,219533,Lithostrotia,unranked clade,Campanian,Maastrichtian,83.6,66.0
1555690,219534,Saurornitholestes langstoni,species,Late Campanian,,83.6,72.2
1555691,219535,Ornithopoda,unranked clade,Barremian,,125.77,121.4
1555692,219535,Theropoda,unranked clade,Barremian,,125.77,121.4
1555698,51569,Titanosauridae,family,Santonian,,85.7,83.6
1555699,219556,Titanosaurinae,subfamily,Late Maastrichtian,,72.2,66.0
1555700,219556,Dinosauria,unranked clade,Late Maastrichtian,,72.2,66.0
1555704,219560,Titanosauridae,family,Maastrichtian,,72.2,66.0
1555705,219561,Titanosauridae,family,Maastrichtian,,72.2,66.0
1555706,219562,Titanosauridae,family,Campanian,Maastrichtian,83.6,66.0
1555709,183662,Titanosauridae,family,Early Maastrichtian,,72.2,66.0
1555710,219564,Sauropoda,unranked clade,Late Jurassic,,161.5,143.1
1555711,49773,Massopoda,unranked clade,Sinemurian,,199.5,192.9
1555728,219559,Rebbachisauridae,unranked clade,Coniacian,,89.8,85.7
1555729,219558,Titanosauridae,family,Maastrichtian,,72.2,66.0
1555731,203268,Theropoda,unranked clade,Cenomanian,,100.5,93.9
1555732,203268,Aves,class,Cenomanian,,100.5,93.9
1555733,197261,Bressanichnus patagonicus,species,Cenomanian,,100.5,93.9
1555734,197261,Iguanodontipodidae,family,Cenomanian,,100.5,93.9
1555735,219571,Brontopodus,genus,Cenomanian,,100.5,93.9
1555736,219571,Bressanichnus patagonicus,species,Cenomanian,,100.5,93.9
1555737,219572,Brontopodus,genus,Cenomanian,,100.5,93.9
1555738,196705,Bressanichnus patagonicus,species,Cenomanian,,100.5,93.9
1555739,219573,Bressanichnus patagonicus,species,Cenomanian,,100.5,93.9
1555740,219573,Brontopodus,genus,Cenomanian,,100.5,93.9
1555741,219574,Dinosauria,unranked clade,Cenomanian,,100.5,93.9
1555742,219575,Bressanichnus patagonicus,species,Cenomanian,,100.5,93.9
1555743,219576,Brontopodus,genus,Cenomanian,,100.5,93.9
1555744,117450,Ornithopoda,unranked clade,Late Coniacian,Early Santonian,89.8,83.6
1555745,51595,Hadrosauridae,family,Late Campanian,Early Maastrichtian,83.6,66.0
1555747,219583,Hadrosauridae,family,Maastrichtian,Early Maastrichtian,72.2,66.0
1555748,141579,Hadrosauridae,family,Late Campanian,Early Maastrichtian,83.6,66.0
1555749,51595,Euhadrosauria,unranked clade,Late Campanian,Early Maastrichtian,83.6,66.0
1555750,194744,Hadrosauridae,family,Late Campanian,Early Maastrichtian,83.6,66.0
1555751,47798,Hadrosauridae,family,Santonian,,85.7,83.6
1555752,219613,Carcharodontosauridae,family,Cenomanian,,100.5,93.9
1555753,219613,Sauropoda,unranked clade,Cenomanian,,100.5,93.9
1555780,219649,Ornithopoda,unranked clade,Santonian,,85.7,83.6
1555781,219650,Ornithopoda,unranked clade,Late Turonian,Early Coniacian,93.9,85.7
1555782,219650,Iguanodontia,unranked clade,Late Turonian,Early Coniacian,93.9,85.7
1555783,129288,Ornithopoda,unranked clade,Late Albian,,106.3,100.5
1555897,68471,Carcharodontosauria,unranked clade,Late Barremian,Early Aptian,125.77,119.57
1555898,68471,Dromaeosauridae,family,Late Barremian,Early Aptian,125.77,119.57
1555900,196060,Dinosauria,unranked clade,Tithonian,Berriasian,149.2,137.05
1555910,219660,Theropoda,unranked clade,Tithonian,Berriasian,149.2,137.05
1555911,219660,Galinhapodus,genus,Tithonian,Berriasian,149.2,137.05
1555912,219661,Theropoda,unranked clade,Tithonian,Berriasian,149.2,137.05
1555913,219661,Galinhapodus,genus,Tithonian,Berriasian,149.2,137.05
1555914,219662,Iguanodon galvensis,species,Early Barremian,,125.77,121.4
1555915,219663,Iguanodon galvensis,species,Early Barremian,,125.77,121.4
1555916,164178,Deltapodus,genus,Late Hauterivian,,132.6,125.77
1555917,219664,Deltapodus,genus,Kimmeridgian,Tithonian,154.8,143.1
1555918,146329,Deltapodus,genus,Early Barremian,,125.77,121.4
1555919,92326,Deltapodus,genus,Early Barremian,,125.77,121.4
1555920,219665,Deltapodus,genus,Early Barremian,Late Barremian,125.77,121.4
1555921,219666,Deltapodus,genus,Early Barremian,Late Barremian,125.77,121.4
1555922,219667,Deltapodus,genus,Early Barremian,Late Barremian,125.77,121.4
1556017,51859,Diplodocidae,unranked clade,Late Kimmeridgian,,152.21,149.2
1556019,201991,Theropoda,unranked clade,Aptian,,121.4,113.2
1556488,219675,Delatorrichnus goyenechei,species,Callovian,Oxfordian,165.3,154.8
1556491,219676,Wildeichnus navesi,species,Callovian,Oxfordian,165.3,154.8
1556492,219676,Sarmientichnus scagliai,species,Callovian,Oxfordian,165.3,154.8
1556494,219676,Grallator,genus,Callovian,Oxfordian,165.3,154.8
1556620,127665,Protoceratopsidovum minimum,species,Cenomanian,Santonian,100.5,83.6
1556621,67974,Hadrosauridae,family,Late Turonian,Late Santonian,93.9,83.6
1556646,219683,Ceratopsidae,family,Late Maastrichtian,,72.2,66.0
1556647,219683,Hadrosauridae,family,Late Maastrichtian,,72.2,66.0
1556648,219684,Hadrosauridae,family,Late Maastrichtian,,72.2,66.0
1556832,219686,Dinosauria,unranked clade,Aalenian,,174.7,170.9
1556833,192785,Stegosauria,unranked clade,Kimmeridgian,,154.8,149.2
1556834,61356,Dinosauria,unranked clade,Valanginian,Hauterivian,137.05,125.77
1556899,219703,Grallatoridae,family,Hettangian,,201.4,199.5
1556900,219703,Eubrontes,genus,Hettangian,,201.4,199.5
1556901,219703,Dilophosauripus,genus,Hettangian,,201.4,199.5
1556916,219706,Plotopteridae,family,Late Eocene,,37.71,33.9
1556922,219708,Olympidytes,genus,Early Oligocene,,33.9,27.3
1556925,219710,Dinosauria,unranked clade,Kimmeridgian,Tithonian,154.8,143.1
1556988,219712,Teratophoneus curriei,species,Late Campanian,,83.6,72.2
1556989,219712,Paraves,unranked clade,Late Campanian,,83.6,72.2
1556990,219712,Hadrosauridae,family,Late Campanian,,83.6,72.2
1556991,219713,Saltasaurini,tribe,Late Campanian,Early Maastrichtian,83.6,66.0
1557017,219712,Ornithischia,unranked clade,Late Campanian,,83.6,72.2
1557021,219724,Gorgosaurus libratus,species,Late Campanian,,83.6,72.2
1557022,219724,Theropoda,unranked clade,Late Campanian,,83.6,72.2
1557023,219724,Hadrosauridae,family,Late Campanian,,83.6,72.2
1557024,219724,Ornithischia,unranked clade,Late Campanian,,83.6,72.2
1557155,219725,Megaloolithidae,family,Campanian,,83.6,72.2
1557200,219726,Megaloolithidae,family,Late Maastrichtian,,72.2,66.0
1557201,219726,Titanosauridae,family,Late Maastrichtian,,72.2,66.0
1557215,219728,Dinosauria,unranked clade,Coniacian,Santonian,89.8,83.6
1557486,219740,Tyrannosauridae,family,Late Campanian,,83.6,72.2
1557487,26775,Tyrannosauridae,family,Middle Campanian,,83.6,72.2
1557500,14453,Tyrannosauridae,family,Middle Campanian,,83.6,72.2
1557522,219741,Tyrannosauridae,family,Middle Campanian,Late Campanian,83.6,72.2
1557523,219742,Tyrannosauridae,family,Middle Campanian,Late Campanian,83.6,72.2
1557524,219743,Tyrannosauridae,family,Middle Campanian,Late Campanian,83.6,72.2
1557602,219745,Hadrosauridae,family,Early Maastrichtian,,72.2,66.0
1557603,219745,Ceratopsidae,family,Early Maastrichtian,,72.2,66.0
1557815,187907,Theropoda,unranked clade,Kimmeridgian,,154.8,149.2
1557816,187907,Stegosauria,unranked clade,Kimmeridgian,,154.8,149.2
1557838,94147,Ornithopoda,unranked clade,Kimmeridgian,,154.8,149.2
1557860,219747,Theropoda,unranked clade,Kimmeridgian,,154.8,149.2
1557861,219747,Ornithopoda,unranked clade,Kimmeridgian,,154.8,149.2
1557862,219747,Anomoepus,genus,Kimmeridgian,,154.8,149.2
1557895,219748,Ornithopoda,unranked clade,Kimmeridgian,,154.8,149.2
1557896,219748,Theropoda,unranked clade,Kimmeridgian,,154.8,149.2
1557897,219748,Sauropoda,unranked clade,Kimmeridgian,,154.8,149.2
1557898,219749,Deltapodus,genus,Kimmeridgian,,154.8,149.2
1557899,219750,Dinosauria,unranked clade,Kimmeridgian,,154.8,149.2
1557900,219750,Iguanodontoidea,superfamily,Kimmeridgian,,154.8,149.2
1557901,219751,Anomoepus,genus,Kimmeridgian,,154.8,149.2
1557919,13342,Brontopodus,genus,Kimmeridgian,,154.8,149.2
1558113,219790,Grallator,genus,Carnian,,237.0,227.3
1558114,219790,Banisterobates boisseaui,species,Carnian,,237.0,227.3
1558115,55493,Grallator,genus,Norian,,227.3,205.7
1558136,142093,Stegosauria,unranked clade,Berriasian,,143.1,137.05
1558137,142093,Heterodontosauridae,family,Berriasian,,143.1,137.05
1558138,142093,Macronaria,unranked clade,Berriasian,,143.1,137.05
1558139,142093,Tyrannosauroidea,superfamily,Berriasian,,143.1,137.05
1558142,142093,Ornithischia,unranked clade,Berriasian,,143.1,137.05
1558143,142093,Sauropoda,unranked clade,Berriasian,,143.1,137.05
1558144,142093,Deltapodus,genus,Berriasian,,143.1,137.05
1558152,142093,Echinodon,genus,Berriasian,,143.1,137.05
1558155,219803,Jurabrontes curtedulensis,species,Late Kimmeridgian,,152.21,149.2
1558156,219804,Jurabrontes curtedulensis,species,Late Kimmeridgian,,152.21,149.2
1558157,219804,Carmelopodus,genus,Late Kimmeridgian,,152.21,149.2
1558158,219804,Sauropoda,unranked clade,Late Kimmeridgian,,152.21,149.2
1558159,219805,Megalosauripus transjuranicus,species,Late Kimmeridgian,,152.21,149.2
1558160,219805,Sauropoda,unranked clade,Late Kimmeridgian,,152.21,149.2
1558161,219806,Megalosauripus transjuranicus,species,Late Kimmeridgian,,152.21,149.2
1558162,219807,Megalosauripus transjuranicus,species,Late Kimmeridgian,,152.21,149.2
1558163,219808,Theropoda,unranked clade,Late Kimmeridgian,,152.21,149.2
1558166,219809,Theropoda,unranked clade,Late Kimmeridgian,,152.21,149.2
1558167,219809,Sauropoda,unranked clade,Late Kimmeridgian,,152.21,149.2
1558169,149745,Theropoda,unranked clade,Late Kimmeridgian,,152.21,149.2
1558171,149745,Megalosauripus transjuranicus,species,Late Kimmeridgian,,152.21,149.2
1558172,149745,Ornithopoda,unranked clade,Late Kimmeridgian,,152.21,149.2
1558173,219810,Sauropoda,unranked clade,Late Kimmeridgian,,152.21,149.2
1558174,219811,Sauropoda,unranked clade,Late Kimmeridgian,,152.21,149.2
1558175,219813,Sauropoda,unranked clade,Late Kimmeridgian,,152.21,149.2
1558176,219814,Sauropoda,unranked clade,Late Kimmeridgian,,152.21,149.2
1558177,219815,Sauropoda,unranked clade,Late Kimmeridgian,,152.21,149.2
1558182,149745,Brontopodus,genus,Late Kimmeridgian,,152.21,149.2
1558183,149602,Sauropoda,unranked clade,Late Kimmeridgian,,152.21,149.2
1558186,88123,Megalosauripus transjuranicus,species,Late Kimmeridgian,,152.21,149.2
1558187,88123,Sauropoda,unranked clade,Late Kimmeridgian,,152.21,149.2
1558188,88123,Dinosauria,unranked clade,Late Kimmeridgian,,152.21,149.2
1558192,219803,Megalosauripus,genus,Late Kimmeridgian,,152.21,149.2
1558193,149741,Theropoda,unranked clade,Late Kimmeridgian,,152.21,149.2
1558194,149740,Theropoda,unranked clade,Late Kimmeridgian,,152.21,149.2
1558195,219807,Megalosauripus transjuranicus,species,Late Kimmeridgian,,152.21,149.2
1558196,219807,Megalosauripus transjuranicus,species,Late Kimmeridgian,,152.21,149.2
1558197,219807,Sauropoda,unranked clade,Late Kimmeridgian,,152.21,149.2
1558198,219806,Sauropoda,unranked clade,Late Kimmeridgian,,152.21,149.2
1558199,219806,Megalosauripus transjuranicus,species,Late Kimmeridgian,,152.21,149.2
1558200,219818,Megalosauripus transjuranicus,species,Late Kimmeridgian,,152.21,149.2
1558201,219818,Sauropoda,unranked clade,Late Kimmeridgian,,152.21,149.2
1558202,219819,Megalosauripus transjuranicus,species,Late Kimmeridgian,,152.21,149.2
1558203,219819,Megalosauripus transjuranicus,species,Late Kimmeridgian,,152.21,149.2
1558204,219819,Sauropoda,unranked clade,Late Kimmeridgian,,152.21,149.2
1558205,219819,Theropoda,unranked clade,Late Kimmeridgian,,152.21,149.2
1558206,219820,Theropoda,unranked clade,Late Kimmeridgian,,152.21,149.2
1558207,219821,Theropoda,unranked clade,Late Kimmeridgian,,152.21,149.2
1558208,219821,Sauropoda,unranked clade,Late Kimmeridgian,,152.21,149.2
1558209,219822,Sauropoda,unranked clade,Late Kimmeridgian,,152.21,149.2
1558210,219822,Theropoda,unranked clade,Late Kimmeridgian,,152.21,149.2
1558211,219823,Dinosauria,unranked clade,Late Kimmeridgian,,152.21,149.2
1558212,219824,Sauropoda,unranked clade,Late Kimmeridgian,,152.21,149.2
1558213,219825,Sauropoda,unranked clade,Late Kimmeridgian,,152.21,149.2
1558214,219826,Sauropoda,unranked clade,Late Kimmeridgian,,152.21,149.2
1558215,219827,Dinosauria,unranked clade,Late Kimmeridgian,,152.21,149.2
1558216,88123,Megalosauripus transjuranicus,species,Late Kimmeridgian,,152.21,149.2
1558219,88123,Breviparopus,genus,Late Kimmeridgian,,152.21,149.2
1558221,219828,Eudyptes warhami,species,Holocene,,0.0117,0.0
1558222,219829,Eudyptes atatu,species,Waipipian,,3.7,3.0
1558223,154743,Jurabrontes,genus,Late Kimmeridgian,,152.21,149.2
1558224,219830,Theropoda,unranked clade,Kimmeridgian,,154.8,149.2
1558226,219830,Grallatoridae,family,Kimmeridgian,,154.8,149.2
1558227,219831,Megalosauripus transjuranicus,species,Middle Tithonian,Late Tithonian,149.2,143.1
1558228,219832,Sauropoda,unranked clade,Middle Tithonian,Late Tithonian,149.2,143.1
1558229,219832,Theropoda,unranked clade,Middle Tithonian,Late Tithonian,149.2,143.1
1558230,219832,Megalosauripus transjuranicus,species,Middle Tithonian,Late Tithonian,149.2,143.1
1558232,219833,Jurabrontes,genus,Late Kimmeridgian,,152.21,149.2
1558233,103083,Theropoda,unranked clade,Kimmeridgian,,154.8,149.2
1558277,28334,Plesiornis pilulatus,species,Late Hettangian,,201.4,199.5
1558278,28334,Anomoepus scambus,species,Late Hettangian,,201.4,199.5
