occurrence_no,collection_no,accepted_name,accepted_rank,early_interval,late_interval,max_ma,min_ma
628088,45264,Pachycephalosauridae,family,Late Campanian,,83.6,72.2
628089,45264,Richardoestesia,genus,Late Campanian,,83.6,72.2
628090,45264,Paronychodon,genus,Late Campanian,,83.6,72.2
628091,45264,Dromaeosaurus,genus,Late Campanian,,83.6,72.2
628092,45264,Aves,class,Late Campanian,,83.6,72.2
628095,45262,Pachycephalosauridae,family,Late Campanian,,83.6,72.2
628096,45262,Theropoda,unranked clade,Late Campanian,,83.6,72.2
628097,45262,Troodon,genus,Late Campanian,,83.6,72.2
628098,45262,Paronychodon,genus,Late Campanian,,83.6,72.2
628099,45262,Aves,class,Late Campanian,,83.6,72.2
628112,45261,Pachycephalosauridae,family,Late Campanian,,83.6,72.2
628113,45261,Troodon,genus,Late Campanian,,83.6,72.2
628114,45261,Richardoestesia,genus,Late Campanian,,83.6,72.2
628121,22698,Richardoestesia,genus,Late Campanian,,83.6,72.2
628122,22698,Paronychodon,genus,Late Campanian,,83.6,72.2
628123,22698,Dromaeosaurus,genus,Late Campanian,,83.6,72.2
628124,22698,Aves,class,Late Campanian,,83.6,72.2
628128,45238,Theropoda,unranked clade,Late Campanian,,83.6,72.2
628129,45238,Troodon,genus,Late Campanian,,83.6,72.2
628130,45238,Richardoestesia,genus,Late Campanian,,83.6,72.2
628132,22695,Richardoestesia,genus,Late Campanian,,83.6,72.2
628133,22695,Paronychodon,genus,Late Campanian,,83.6,72.2
628134,22695,Dromaeosaurus,genus,Late Campanian,,83.6,72.2
628135,47814,Richardoestesia,genus,Late Campanian,,83.6,72.2
628136,47814,Paronychodon,genus,Late Campanian,,83.6,72.2
628139,22697,Pachycephalosauridae,family,Late Campanian,,83.6,72.2
628140,22697,Richardoestesia isosceles,species,Late Campanian,,83.6,72.2
628141,22697,Saurornitholestes langstoni,species,Late Campanian,,83.6,72.2
628142,22697,Dromaeosaurus albertensis,species,Late Campanian,,83.6,72.2
628143,22697,Aves,class,Late Campanian,,83.6,72.2
628146,22696,Saurornitholestes,genus,Late Campanian,,83.6,72.2
628147,22696,Richardoestesia,genus,Late Campanian,,83.6,72.2
628148,22696,Paronychodon,genus,Late Campanian,,83.6,72.2
628152,47784,Richardoestesia,genus,Late Campanian,,83.6,72.2
628153,47784,Paronychodon,genus,Late Campanian,,83.6,72.2
628155,46953,Hadrosauridae,family,Late Campanian,,83.6,72.2
628156,46953,Ceratopsidae,family,Late Campanian,,83.6,72.2
628157,46953,Theropoda,unranked clade,Late Campanian,,83.6,72.2
628158,46953,Richardoestesia,genus,Late Campanian,,83.6,72.2
628161,45260,Richardoestesia,genus,Late Campanian,,83.6,72.2
628162,45260,Dromaeosaurus,genus,Late Campanian,,83.6,72.2
628163,47791,Hadrosauridae,family,Late Campanian,,83.6,72.2
628164,47791,Theropoda,unranked clade,Late Campanian,,83.6,72.2
628165,47791,Richardoestesia,genus,Late Campanian,,83.6,72.2
628842,67808,Dinosauria,unranked clade,Late Maastrichtian,,72.2,66.0
628846,67809,Dinosauria,unranked clade,Early Maastrichtian,,72.2,66.0
628849,67810,Dinosauria,unranked clade,Late Maastrichtian,,72.2,66.0
628854,67811,Dromaeosauridae,family,Early Maastrichtian,,72.2,66.0
628855,67811,Magyarosaurus dacus,species,Early Maastrichtian,,72.2,66.0
628856,67811,Zalmoxes robustus,species,Early Maastrichtian,,72.2,66.0
629028,67817,Velociraptorinae,subfamily,Early Maastrichtian,,72.2,66.0
629047,67817,Magyarosaurus dacus,species,Early Maastrichtian,,72.2,66.0
629048,67817,Zalmoxes robustus,species,Early Maastrichtian,,72.2,66.0
629277,67811,Titanosauridae,family,Early Maastrichtian,,72.2,66.0
629281,45090,Tsaagan mangas,species,Late Campanian,,83.6,72.2
629318,67828,Dinosauria,unranked clade,Middle Albian,Early Cenomanian,110.1,93.9
629379,67829,Amblydactylus kortmeyeri,species,Middle Albian,Early Cenomanian,110.1,93.9
629380,67830,Ornithomimipus,genus,Middle Albian,Early Cenomanian,110.1,93.9
629381,67831,Amblydactylus kortmeyeri,species,Middle Albian,Early Cenomanian,110.1,93.9
629382,67831,Ornithomimipus,genus,Middle Albian,Early Cenomanian,110.1,93.9
629395,67832,Amblydactylus kortmeyeri,species,Middle Albian,Early Cenomanian,110.1,93.9
629396,67832,Ornithomimipus,genus,Middle Albian,Early Cenomanian,110.1,93.9
629397,67833,Ornithomimipus,genus,Middle Albian,Early Cenomanian,110.1,93.9
629398,67833,Amblydactylus,genus,Middle Albian,Early Cenomanian,110.1,93.9
629399,67833,Amblydactylus kortmeyeri,species,Middle Albian,Early Cenomanian,110.1,93.9
629400,67834,Amblydactylus kortmeyeri,species,Middle Albian,Early Cenomanian,110.1,93.9
629401,67835,Amblydactylus kortmeyeri,species,Middle Albian,Early Cenomanian,110.1,93.9
629402,67836,Amblydactylus kortmeyeri,species,Middle Albian,Early Cenomanian,110.1,93.9
629403,67837,Theropoda,unranked clade,Middle Albian,Early Cenomanian,110.1,93.9
629404,67837,Ornithischia,unranked clade,Middle Albian,Early Cenomanian,110.1,93.9
629405,67838,Irenesauripus acutus,species,Middle Albian,Early Cenomanian,110.1,93.9
629406,67838,Columbosauripus ungulatus,species,Middle Albian,Early Cenomanian,110.1,93.9
629407,67838,Tetrapodosaurus borealis,species,Middle Albian,Early Cenomanian,110.1,93.9
629408,67838,Amblydactylus,genus,Middle Albian,Early Cenomanian,110.1,93.9
629462,22701,Masillastega rectirostris,species,MP 11,,48.07,41.03
629497,67863,Primobucco kistneri,species,Wasatchian,,56.0,51.1
629752,67869,Hadrosauridae,family,Late Campanian,,83.6,72.2
629753,67869,Ceratopsidae,family,Late Campanian,,83.6,72.2
629754,67869,Ankylosauria,unranked clade,Late Campanian,,83.6,72.2
629755,67869,Theropoda,unranked clade,Late Campanian,,83.6,72.2
629756,67869,Saurornitholestes,genus,Late Campanian,,83.6,72.2
629757,67869,Dromaeosaurus,genus,Late Campanian,,83.6,72.2
629758,67869,Aves,class,Late Campanian,,83.6,72.2
629759,67870,Hadrosauridae,family,Late Campanian,,83.6,72.2
629760,67870,Ceratopsidae,family,Late Campanian,,83.6,72.2
629761,67870,Theropoda,unranked clade,Late Campanian,,83.6,72.2
629762,67870,Saurornitholestes,genus,Late Campanian,,83.6,72.2
629765,67871,Hadrosauridae,family,Late Campanian,,83.6,72.2
629766,67871,Ceratopsidae,family,Late Campanian,,83.6,72.2
629767,67871,Ankylosauria,unranked clade,Late Campanian,,83.6,72.2
629768,67871,Pachycephalosauridae,family,Late Campanian,,83.6,72.2
629769,67871,Theropoda,unranked clade,Late Campanian,,83.6,72.2
629770,67871,Saurornitholestes,genus,Late Campanian,,83.6,72.2
629771,67871,Richardoestesia,genus,Late Campanian,,83.6,72.2
629772,67871,Aves,class,Late Campanian,,83.6,72.2
629774,67872,Hadrosauridae,family,Late Campanian,,83.6,72.2
629775,67872,Ceratopsidae,family,Late Campanian,,83.6,72.2
629776,67872,Ankylosauria,unranked clade,Late Campanian,,83.6,72.2
629777,67872,Saurornitholestes,genus,Late Campanian,,83.6,72.2
629778,67872,Richardoestesia,genus,Late Campanian,,83.6,72.2
629779,67872,Aves,class,Late Campanian,,83.6,72.2
629781,67873,Hadrosauridae,family,Late Campanian,,83.6,72.2
629782,67873,Ceratopsidae,family,Late Campanian,,83.6,72.2
629783,67873,Ankylosauria,unranked clade,Late Campanian,,83.6,72.2
629784,67873,Pachycephalosauridae,family,Late Campanian,,83.6,72.2
629785,67873,Theropoda,unranked clade,Late Campanian,,83.6,72.2
629786,67873,Saurornitholestes,genus,Late Campanian,,83.6,72.2
629787,67873,Richardoestesia,genus,Late Campanian,,83.6,72.2
629788,67873,Aves,class,Late Campanian,,83.6,72.2
629790,67874,Hadrosauridae,family,Late Campanian,,83.6,72.2
629791,67874,Ceratopsidae,family,Late Campanian,,83.6,72.2
629792,67874,Ankylosauria,unranked clade,Late Campanian,,83.6,72.2
629793,67874,Theropoda,unranked clade,Late Campanian,,83.6,72.2
629794,67874,Saurornitholestes,genus,Late Campanian,,83.6,72.2
629795,67874,Troodon,genus,Late Campanian,,83.6,72.2
629796,67874,Richardoestesia,genus,Late Campanian,,83.6,72.2
629797,67874,Paronychodon,genus,Late Campanian,,83.6,72.2
629816,67875,Hadrosauridae,family,Late Campanian,,83.6,72.2
629817,67875,Ceratopsidae,family,Late Campanian,,83.6,72.2
629818,67875,Theropoda,unranked clade,Late Campanian,,83.6,72.2
629819,67876,Hadrosauridae,family,Late Campanian,,83.6,72.2
629820,67876,Ceratopsidae,family,Late Campanian,,83.6,72.2
629821,67876,Troodon,genus,Late Campanian,,83.6,72.2
629823,67877,Hadrosauridae,family,Late Campanian,,83.6,72.2
629824,67877,Ceratopsidae,family,Late Campanian,,83.6,72.2
629825,67877,Theropoda,unranked clade,Late Campanian,,83.6,72.2
629826,67877,Saurornitholestes,genus,Late Campanian,,83.6,72.2
629827,67877,Dromaeosaurus,genus,Late Campanian,,83.6,72.2
629828,67877,Aves,class,Late Campanian,,83.6,72.2
629887,67878,Hadrosauridae,family,Late Campanian,,83.6,72.2
629888,67878,Ankylosauria,unranked clade,Late Campanian,,83.6,72.2
629889,67878,Theropoda,unranked clade,Late Campanian,,83.6,72.2
629891,67879,Hadrosauridae,family,Middle Campanian,,83.6,72.2
629892,67879,Saurornitholestes,genus,Middle Campanian,,83.6,72.2
629893,67879,Richardoestesia,genus,Middle Campanian,,83.6,72.2
629894,67880,Hadrosauridae,family,Middle Campanian,,83.6,72.2
629895,67880,Ceratopsidae,family,Middle Campanian,,83.6,72.2
629896,67880,Ankylosauria,unranked clade,Middle Campanian,,83.6,72.2
629897,67880,Theropoda,unranked clade,Middle Campanian,,83.6,72.2
629898,67880,Saurornitholestes,genus,Middle Campanian,,83.6,72.2
629899,67880,Troodon,genus,Middle Campanian,,83.6,72.2
629913,67881,Hadrosauridae,family,Late Campanian,,83.6,72.2
629914,67881,Ceratopsidae,family,Late Campanian,,83.6,72.2
629915,67881,Ankylosauria,unranked clade,Late Campanian,,83.6,72.2
629916,67881,Theropoda,unranked clade,Late Campanian,,83.6,72.2
629917,67881,Saurornitholestes,genus,Late Campanian,,83.6,72.2
629918,67881,Troodon,genus,Late Campanian,,83.6,72.2
629919,67881,Richardoestesia,genus,Late Campanian,,83.6,72.2
629920,67881,Paronychodon,genus,Late Campanian,,83.6,72.2
629921,67881,Aves,class,Late Campanian,,83.6,72.2
629930,67882,Hadrosauridae,family,Late Campanian,,83.6,72.2
629931,67882,Ceratopsidae,family,Late Campanian,,83.6,72.2
629932,67882,Ankylosauria,unranked clade,Late Campanian,,83.6,72.2
629933,67882,Theropoda,unranked clade,Late Campanian,,83.6,72.2
629934,67882,Saurornitholestes,genus,Late Campanian,,83.6,72.2
629935,67882,Paronychodon,genus,Late Campanian,,83.6,72.2
629936,67882,Aves,class,Late Campanian,,83.6,72.2
629939,67883,Hadrosauridae,family,Late Campanian,,83.6,72.2
629940,67883,Ceratopsidae,family,Late Campanian,,83.6,72.2
629941,67883,Ankylosauria,unranked clade,Late Campanian,,83.6,72.2
629942,67883,Theropoda,unranked clade,Late Campanian,,83.6,72.2
629943,67883,Saurornitholestes,genus,Late Campanian,,83.6,72.2
629944,67883,Paronychodon,genus,Late Campanian,,83.6,72.2
629945,67883,Aves,class,Late Campanian,,83.6,72.2
629947,67884,Hadrosauridae,family,Middle Campanian,,83.6,72.2
629948,67884,Ceratopsidae,family,Middle Campanian,,83.6,72.2
629949,67884,Pachycephalosauridae,family,Middle Campanian,,83.6,72.2
629950,67884,Theropoda,unranked clade,Middle Campanian,,83.6,72.2
629951,67884,Saurornitholestes,genus,Middle Campanian,,83.6,72.2
629952,67884,Paronychodon,genus,Middle Campanian,,83.6,72.2
629968,67885,Hadrosauridae,family,Late Campanian,,83.6,72.2
629969,67885,Ceratopsidae,family,Late Campanian,,83.6,72.2
629970,67885,Theropoda,unranked clade,Late Campanian,,83.6,72.2
629971,67885,Saurornitholestes,genus,Late Campanian,,83.6,72.2
629973,67892,Hadrosauridae,family,Middle Campanian,,83.6,72.2
629974,67892,Ceratopsidae,family,Middle Campanian,,83.6,72.2
629975,67892,Saurornitholestes,genus,Middle Campanian,,83.6,72.2
629976,67892,Troodon,genus,Middle Campanian,,83.6,72.2
629978,67893,Hadrosauridae,family,Late Campanian,,83.6,72.2
629979,67893,Centrosaurus,genus,Late Campanian,,83.6,72.2
629980,67893,Ankylosauria,unranked clade,Late Campanian,,83.6,72.2
629981,67893,Theropoda,unranked clade,Late Campanian,,83.6,72.2
629982,67893,Saurornitholestes,genus,Late Campanian,,83.6,72.2
629983,67893,Troodon,genus,Late Campanian,,83.6,72.2
629984,67893,Richardoestesia,genus,Late Campanian,,83.6,72.2
629985,67893,Paronychodon,genus,Late Campanian,,83.6,72.2
629986,67893,Dromaeosaurus,genus,Late Campanian,,83.6,72.2
629987,67893,Aves,class,Late Campanian,,83.6,72.2
629988,67894,Hadrosauridae,family,Late Campanian,,83.6,72.2
629989,67894,Ceratopsidae,family,Late Campanian,,83.6,72.2
629990,67894,Ankylosauria,unranked clade,Late Campanian,,83.6,72.2
629991,67894,Theropoda,unranked clade,Late Campanian,,83.6,72.2
629992,67894,Saurornitholestes,genus,Late Campanian,,83.6,72.2
629993,67894,Troodon,genus,Late Campanian,,83.6,72.2
629994,67894,Richardoestesia,genus,Late Campanian,,83.6,72.2
629995,67894,Paronychodon,genus,Late Campanian,,83.6,72.2
629996,67894,Aves,class,Late Campanian,,83.6,72.2
630417,67913,Theropoda,unranked clade,Late Oxfordian,,157.9,154.8
632008,67973,Nothronychus graffami,species,Early Turonian,,93.9,89.8
632009,67974,Erlikosaurus andrewsi,species,Late Turonian,Late Santonian,93.9,83.6
632147,67985,Ornithischia,unranked clade,Early Barremian,,125.77,121.4
632148,67985,Coeluridae,family,Early Barremian,,125.77,121.4
632152,67986,Breviparopus,genus,Late Kimmeridgian,,152.21,149.2
632153,67987,Sauropoda,unranked clade,Late Kimmeridgian,,152.21,149.2
632154,67988,Breviparopus,genus,Late Kimmeridgian,,152.21,149.2
632155,67989,Theropoda,unranked clade,Late Barremian,,125.77,121.4
632156,67989,Tatarornipes chabuensis,species,Late Barremian,,125.77,121.4
632157,67990,Theropoda,unranked clade,Late Barremian,,125.77,121.4
632158,67991,Theropoda,unranked clade,Late Barremian,,125.77,121.4
632162,67992,Theropoda,unranked clade,Bathonian,,168.2,165.3
632163,67992,Sauropoda,unranked clade,Bathonian,,168.2,165.3
632164,67993,Theropoda,unranked clade,Callovian,,165.3,161.5
632165,67994,Theropoda,unranked clade,Callovian,,165.3,161.5
632166,67995,Tetanurae,unranked clade,Early Valanginian,,137.05,132.6
632169,67998,Theropoda,unranked clade,Early Santonian,,85.7,83.6
632170,67999,Sauropoda,unranked clade,Late Coniacian,Santonian,89.8,83.6
632171,68000,Titanosauridae,family,Late Campanian,,83.6,72.2
632172,68001,Pachycephalosauridae,family,Middle Campanian,Late Campanian,83.6,72.2
632173,68001,Hadrosauridae,family,Middle Campanian,Late Campanian,83.6,72.2
632174,68001,Ornithischia,unranked clade,Middle Campanian,Late Campanian,83.6,72.2
632175,68001,Richardoestesia gilmorei,species,Middle Campanian,Late Campanian,83.6,72.2
632176,68001,Saurornitholestinae,subfamily,Middle Campanian,Late Campanian,83.6,72.2
632177,68001,Richardoestesia isosceles,species,Middle Campanian,Late Campanian,83.6,72.2
632178,68001,Tyrannosauridae,family,Middle Campanian,Late Campanian,83.6,72.2
632180,68001,Theropoda,unranked clade,Middle Campanian,Late Campanian,83.6,72.2
632181,68002,Tyrannosauridae,family,Middle Campanian,Late Campanian,83.6,72.2
632182,68002,Ceratopsidae,family,Middle Campanian,Late Campanian,83.6,72.2
632183,68002,Saurornitholestes langstoni,species,Middle Campanian,Late Campanian,83.6,72.2
632184,68003,Hadrosauridae,family,Middle Campanian,Late Campanian,83.6,72.2
632185,68003,Ornithischia,unranked clade,Middle Campanian,Late Campanian,83.6,72.2
632186,68003,Richardoestesia isosceles,species,Middle Campanian,Late Campanian,83.6,72.2
632187,68003,Tyrannosauridae,family,Middle Campanian,Late Campanian,83.6,72.2
632191,68003,Tyrannosauridae,family,Middle Campanian,Late Campanian,83.6,72.2
632192,68003,Saurornitholestinae,subfamily,Middle Campanian,Late Campanian,83.6,72.2
632193,68003,Richardoestesia isosceles,species,Middle Campanian,Late Campanian,83.6,72.2
632194,68003,Saurornitholestes langstoni,species,Middle Campanian,Late Campanian,83.6,72.2
632195,68004,Hadrosauridae,family,Middle Campanian,Late Campanian,83.6,72.2
632196,68004,Saurornitholestinae,subfamily,Middle Campanian,Late Campanian,83.6,72.2
632199,68005,Hadrosauridae,family,Middle Campanian,Late Campanian,83.6,72.2
632200,68006,Ornithischia,unranked clade,Middle Campanian,Late Campanian,83.6,72.2
632201,68006,Ceratopsidae,family,Middle Campanian,Late Campanian,83.6,72.2
632202,68006,Saurornitholestes langstoni,species,Middle Campanian,Late Campanian,83.6,72.2
632204,68006,Richardoestesia isosceles,species,Middle Campanian,Late Campanian,83.6,72.2
632205,68007,Tyrannosauridae,family,Middle Campanian,Late Campanian,83.6,72.2
632206,68007,Saurornitholestinae,subfamily,Middle Campanian,Late Campanian,83.6,72.2
632207,68007,Saurornitholestinae,subfamily,Middle Campanian,Late Campanian,83.6,72.2
632208,68007,Richardoestesia isosceles,species,Middle Campanian,Late Campanian,83.6,72.2
632209,68007,Paronychodon,genus,Middle Campanian,Late Campanian,83.6,72.2
632210,68007,Aves,class,Middle Campanian,Late Campanian,83.6,72.2
632211,68008,Richardoestesia isosceles,species,Middle Campanian,Late Campanian,83.6,72.2
632212,68008,Saurornitholestes langstoni,species,Middle Campanian,Late Campanian,83.6,72.2
632213,68008,Tyrannosauridae,family,Middle Campanian,Late Campanian,83.6,72.2
632214,68009,Tyrannosauridae,family,Late Maastrichtian,,72.2,66.0
632215,68009,Saurornitholestes langstoni,species,Late Maastrichtian,,72.2,66.0
632216,68009,Saurornitholestes,genus,Late Maastrichtian,,72.2,66.0
632217,68010,Tyrannosauridae,family,Late Maastrichtian,,72.2,66.0
632218,68010,Saurornitholestes,genus,Late Maastrichtian,,72.2,66.0
632219,68010,Aves,class,Late Maastrichtian,,72.2,66.0
632220,68011,Saurornitholestes langstoni,species,Late Maastrichtian,,72.2,66.0
632221,68011,Saurornitholestes,genus,Late Maastrichtian,,72.2,66.0
632222,68011,Tyrannosauridae,family,Late Maastrichtian,,72.2,66.0
632223,68012,Tyrannosauridae,family,Middle Campanian,Late Campanian,83.6,72.2
632224,68012,Saurornitholestinae,subfamily,Middle Campanian,Late Campanian,83.6,72.2
632225,68013,Tyrannosauridae,family,Middle Campanian,Late Campanian,83.6,72.2
632226,68014,Saurornitholestinae,subfamily,Middle Campanian,Late Campanian,83.6,72.2
632227,68014,Saurornitholestes langstoni,species,Middle Campanian,Late Campanian,83.6,72.2
632228,68014,Tyrannosauridae,family,Middle Campanian,Late Campanian,83.6,72.2
632229,68015,Saurornitholestinae,subfamily,Middle Campanian,Late Campanian,83.6,72.2
632230,68016,Tyrannosauridae,family,Middle Campanian,Late Campanian,83.6,72.2
632231,68017,Kangnasaurus coetzeei,species,Late Cretaceous,,100.5,66.0
632251,68019,Turiasaurus riodevensis,species,Late Kimmeridgian,Tithonian,152.21,143.1
632252,68019,Allosauridae,family,Late Kimmeridgian,Tithonian,152.21,143.1
632253,68019,Dacentrurus armatus,species,Late Kimmeridgian,Tithonian,152.21,143.1
632254,68019,Oblitosaurus bunnueli,species,Late Kimmeridgian,Tithonian,152.21,143.1
632273,68021,Eurotrochilus inexpectatus,species,Rupelian,,33.9,27.3
632277,68022,Protopteryx fengningensis,species,Hauterivian,,132.6,125.77
632298,68037,Sauropoda,unranked clade,Kimmeridgian,Tithonian,154.8,143.1
632299,47800,Efraasia minor,species,Alaunian,,215.38,211.18
632300,47800,Efraasia minor,species,Alaunian,,215.38,211.18
632301,47800,Efraasia minor,species,Alaunian,,215.38,211.18
632302,47785,Plateosaurus gracilis,species,Norian,,227.3,205.7
632303,68038,Plateosaurus gracilis,species,Norian,,227.3,205.7
632304,47785,Plateosaurus gracilis,species,Norian,,227.3,205.7
632305,68039,Ankylosauridae,family,Late Campanian,,83.6,72.2
632312,67138,Pararhabdodon isonensis,species,Late Maastrichtian,,72.2,66.0
632322,24883,Stegosauria,unranked clade,Bajocian,Oxfordian,170.9,154.8
632323,68042,Ojoceratops fowleri,species,Late Maastrichtian,,72.2,66.0
