taxon_no,accepted_name,accepted_rank,parent_no,is_extant,n_occs
368717,Geothlypis trichas,species,368568,extant,2
368569,Geothlypis rostrata,species,368568,extant,1
133798,Parulinae,subfamily,368105,extant,1
289506,Vermivora,genus,368105,extant,1
373626,Vermivora chrysoptera,species,289506,extant,1
369278,Setophaga,genus,368105,extant,10
510551,Setophaga adelaidae,species,369278,extant,1
369279,Setophaga coronata,species,369278,extant,5
369280,Setophaga,genus,368105,extant,10
372379,Setophaga petechia,species,369278,extant,1
369276,Seiurus,genus,368105,extant,3
372080,Seiurus aurocapilla,species,369276,extant,2
371723,Dicaeidae,family,39441,extant,1
371722,Dicaeum,genus,371723,extant,1
373138,Dicaeum agile,species,371722,extant,1
373139,Dicaeum agile aeruginosum,subspecies,373137,extant,1
373135,Prionochilus,genus,371723,extant,0
372591,Nectariniidae,family,39441,extant,3
372590,Cinnyris,genus,372591,extant,0
487599,Chalcomitra,genus,372591,extant,2
487600,Chalcomitra balfouri,species,487599,extant,2
372367,Spindalidae,family,39441,extant,5
372366,Spindalis,genus,372367,extant,5
372369,Spindalis zena,species,372366,extant,3
510597,Spindalis portoricensis,species,372366,extant,2
370935,Oscines,suborder,39441,extinct,0
39444,Alaudidae,family,39441,extant,65
372713,Eremopterix,genus,39444,extant,1
372714,Eremopterix hova,species,372713,extant,1
158296,Mirafra,genus,39444,extant,1
370613,Mirafra javanica,species,158296,extant,1
130723,Eremophila,genus,39444,extant,16
368087,Eremophila alpestris,species,130723,extant,16
368979,Lullula,genus,39444,extant,3
368995,Lullula arborea,species,368979,extant,2
368976,Galerida,genus,39444,extant,8
368978,Galerida cristata,species,368976,extant,5
368973,Calandrella,genus,39444,extant,6
368975,Calandrella brachydactyla,species,368973,extant,3
430355,Calandrella cinerea,species,368973,extinct,0
414893,Otocoris,genus,39444,extant,0
124183,Alauda,genus,39444,extant,17
370937,Alauda major,species,124183,extinct,0
368984,Alauda arvensis,species,124183,extant,15
370408,Alauda leucoptera,species,124183,extant,2
370936,Alauda gypsorum,species,124183,extinct,0
368970,Melanocorypha,genus,39444,extant,6
368972,Melanocorypha calandra,species,368970,extant,5
368485,Vireonidae,family,39441,extant,11
372248,Hylophilus,genus,368485,extant,1
372249,Hylophilus flavipes,species,372248,extant,1
368484,Vireo,genus,368485,extant,10
368736,Vireo griseus,species,368484,extant,1
372060,Vireo,genus,368485,extant,10
372380,Vireo,genus,368485,extant,10
372062,Vireo nanus,species,368484,extant,1
372082,Vireo altiloquus,species,368484,extant,3
372383,Vireo crassirostris,species,368484,extant,2
139264,Rhinocryptidae,family,39441,extant,0
139263,Pteroptochos,genus,139264,extant,0
139267,Pteroptochos megapodius,species,139263,extant,0
139277,Pteroptochos megapodius,species,139263,extant,0
139268,Pteroptochos castaneus,species,139263,extant,0
139269,Pteroptochos,genus,139264,extant,0
139273,Pteroptochos tarnii,species,139263,extant,0
99400,Pteroptochos,genus,139264,extant,0
139274,Scelorchilus,genus,139264,extant,0
368163,Scelorchilus rubecula,species,139274,extant,0
139275,Scelorchilus albicollis,species,139274,extant,0
369514,Phylloscopidae,family,39441,extant,3
369513,Phylloscopus,genus,369514,extant,3
430376,Phylloscopus sibilatrix,species,369513,extant,0
372390,Polioptilidae,family,39441,extant,1
372389,Polioptila,genus,372390,extant,1
372392,Polioptila caerulea,species,372389,extant,1
369317,Calcariidae,family,39441,extant,9
369316,Plectrophenax,genus,369317,extant,5
369321,Plectrophenax nivalis,species,369316,extant,5
369335,Calcarius,genus,369317,extant,4
369421,Calcarius,genus,369317,extant,4
369423,Calcarius ornatus,species,369335,extant,1
369336,Calcarius lapponicus,species,369335,extant,2
109652,Vastanavis,genus,39305,extinct,2
109653,Vastanavis eocaena,species,109652,extinct,1
206142,Perplexicervix,genus,39305,extinct,2
206143,Perplexicervix microcephalon,species,206142,extinct,2
134711,Neognathae,unranked clade,39305,extinct,1
413464,Pangalloanserae,unranked clade,39305,extant,1880
413463,Asteriornis,genus,413464,extinct,1
413465,Asteriornis maastrichtensis,species,413463,extinct,1
98827,Galloanserae,unranked clade,413464,extant,1879
401621,Vegaviiformes,order,98827,extinct,0
203059,Gastornithiformes,order,98827,,14
401623,Gastornithes,suborder,203059,extinct,14
105808,Gastornithidae,family,393761,extinct,14
39560,Zhongyuanus,genus,105808,extinct,1
461466,Zhongyuanus xichuanensis,species,39560,extinct,1
39557,Gastornis,genus,105808,extinct,13
203056,Gastornis parisiensis,species,39557,extinct,5
203058,Gastornis parisiensis,species,39557,extinct,5
203057,Gastornis parisiensis,species,39557,extinct,5
452474,Gastornis laurenti,species,39557,extinct,1
137874,Gastornis edwardsi,species,39557,extinct,0
203061,Gastornis russelli,species,39557,extinct,1
203060,Gastornis minor,species,39557,extinct,1
401620,Gastornis giganteus,species,39557,extinct,0
401627,Dromornithes,suborder,203059,extinct,0
98832,Sylviornithidae,family,98827,,15
39337,Sylviornis,genus,98832,extinct,9
371313,Sylviornis neocaledoniae,species,39337,extinct,9
372924,Megavitiornis,genus,98832,extinct,6
372925,Megavitiornis altirostris,species,372924,extinct,6
98828,Galloanserimorphae,superorder,98827,extant,1849
39554,Diatrymiformes,order,98828,extinct,18
39555,Diatrymidae,family,137875,extinct,16
137871,Barornis,genus,39555,extinct,1
137872,Barornis regens,species,137871,extinct,1
39556,Diatryma,genus,39555,extinct,15
370830,Diatryma sarasini,species,39556,extinct,0
70379,Diatryma gigantea,species,39556,extinct,9
137865,Diatryma gigantea,species,39556,extinct,9
105636,Diatryma gigantea,species,39556,extinct,9
39559,Diatryma,genus,39555,extinct,15
137870,Diatryma ajax,species,39556,extinct,0
370831,Macrornis,genus,137875,extinct,1
370832,Macrornis tanaupus,species,370831,extinct,1
39620,Anseriformes,order,98828,extant,1821
475408,Danielsavis,genus,39620,extinct,1
475409,Danielsavis nazensis,species,475408,extinct,1
495195,Kustokazanser,genus,39620,extinct,1
495196,Kustokazanser formosus,species,495195,extinct,1
39621,Presbyornithidae,family,39620,extant,28
134341,Teviornis,genus,39621,extinct,1
134342,Teviornis gobiensis,species,134341,extinct,1
203071,Zhylgaia,genus,39621,extinct,1
203072,Zhylgaia aestiflua,species,203071,extinct,1
57763,Telmabates,genus,39621,extinct,2
105757,Telmabates howardae,species,57763,extinct,1
57764,Telmabates antiquus,species,57763,extinct,1
477960,Murgonornis,genus,39621,extinct,1
477961,Murgonornis archeri,species,477960,extinct,1
348725,Wilaru,genus,39621,extinct,3
348726,Wilaru prideauxi,species,348725,extinct,2
348727,Wilaru tedfordi,species,348725,extinct,1
441030,Bumbalavis,genus,39621,extinct,1
441031,Bumbalavis anatoides,species,441030,extinct,1
39622,Presbyornis,genus,39621,extinct,9
134345,Presbyornis isoni,species,39622,extinct,2
57582,Presbyornis pervetus,species,39622,extinct,2
199947,Presbyornis mongoliensis,species,39622,extinct,2
57579,Presbyornis,genus,39621,extinct,9
57589,Presbyornis recurvirostrus,species,39622,extinct,1
134343,Headonornis,genus,39621,extant,1
134344,Headonornis hantoniensis,species,134343,extant,1
503029,Cousteauvia,genus,39620,extinct,1
503030,Cousteauvia kustovia,species,503029,extinct,1
99559,Telmabatidae,family,39620,extinct,0
381660,Naranbulagornis,genus,39620,extinct,2
381661,Naranbulagornis khun,species,381660,extinct,2
495375,Paakniwatavis,genus,39620,extinct,1
495376,Paakniwatavis grandei,species,495375,extinct,1
475403,Nettapterornis,genus,39620,extinct,1
475404,Nettapterornis oxfordi,species,475403,extinct,1
380778,Conflicto,genus,39620,extinct,1
380779,Conflicto antarcticus,species,380778,extinct,1
36641,Anatalavis,genus,39620,extinct,1
143476,Anatalavis rex,species,36641,extinct,1
98844,Anseres,suborder,39620,extant,5
98845,Anseranatoidea,superfamily,98844,extant,0
81023,Anatoidea,superfamily,98844,extant,0
365132,Ptenornis,genus,98844,extinct,0
105641,Paranyrocidae,family,98844,extinct,5
39625,Cygnopterus,genus,105641,extinct,4
429154,Cygnopterus alphonsi,species,39625,extinct,1
367799,Cygnopterus lambrechti,species,39625,extinct,2
367707,Cygnopterus affinis,species,39625,extinct,0
39628,Paranyroca,genus,105641,extinct,1
105642,Paranyroca magna,species,39628,extinct,1
401636,Presbyornithoidea,superfamily,98844,extant,0
475405,Anachronornithidae,family,39620,extinct,1
475406,Anachronornis,genus,475405,extinct,1
475407,Anachronornis anhimops,species,475406,extinct,1
39624,Anatidae,family,39620,extant,1731
373074,Sibirionetta,genus,39624,extant,2
373075,Sibirionetta formosa,species,373074,extant,2
336457,Archaeocycnus,genus,39624,extinct,1
336458,Archaeocycnus lacustris,species,336457,extinct,1
83416,Anserinae,subfamily,39624,extant,367
229915,Eremochen,genus,83416,extinct,4
229916,Eremochen russelli,species,229915,extinct,4
402468,Stictonettini,tribe,83416,extant,0
367841,Stictonetta,genus,402468,extant,0
401318,Stictonetta naevosa,species,367841,extinct,0
304833,Chenornis,genus,83416,extinct,0
402083,Malacorhynchini,tribe,83416,extant,0
486159,Cygninae,subfamily,83416,extant,78
459659,Annakacygna,genus,83417,extinct,1
459660,Annakacygna hajimei,species,459659,extinct,1
83418,Cygnus,genus,83417,extant,72
379183,Cygnus olor,species,83418,extant,4
400640,Cygnus melancoryphus,species,83418,extant,0
367730,Cygnus equitum,species,83418,extinct,1
161114,Cygnus buccinator,species,83418,extant,10
367793,Cygnus pristinus,species,83418,extinct,0
368043,Cygnus columbianus,species,83418,extant,17
368620,Cygnus columbianus bewickii,subspecies,83421,extant,4
368042,Cygnus atratus,species,83418,extant,2
431946,Cygnus (Sthenelides),subgenus,83418,extant,0
336364,Cygnus hibbardi,species,83418,extinct,3
367718,Cygnus csakvarensis,species,83418,extinct,0
335664,Cygnus matthewi,species,83418,extinct,0
146030,Cygnus (Olor),subgenus,83418,extant,1
431950,Olor (Clangocycnus),subgenus,146030,extant,0
229911,Olor matthewi,species,146030,extinct,0
146031,Cygnus (Olor) mariae,species,146030,extinct,1
431948,Olor (Olor),subgenus,146030,extant,0
229909,Cygnus paloregonus,species,83418,extinct,2
367715,Cygnus paloregonus,species,83418,extinct,2
367714,Cygnus sumnerensis,species,83418,extinct,10
372544,Cygnus sumnerensis chathamensis,subspecies,367712,extinct,0
367710,Cygnus falconeri,species,83418,extinct,1
369505,Cygnus cygnus,species,83418,extant,3
369506,Cygnus cygnus,species,83418,extant,3
359406,Cygnus herenthalsi,species,83418,extinct,1
367453,Afrocygnus,genus,83417,extinct,2
367454,Afrocygnus chauvireae,species,367453,extinct,2
110288,Megalodytes,genus,83417,extinct,2
367717,Cygnanser,genus,83417,extinct,0
402470,Cereopseini,tribe,83416,extant,1
367839,Cereopsis,genus,402470,extant,1
401355,Cereopsis novaehollandiae,species,367839,extant,0
367840,Coscoroba,genus,402470,extinct,0
403365,Coscoroba coscoroba,species,367840,extinct,0
429283,Anserobranta,genus,83416,extinct,0
429284,Anserobranta tarabukini,species,429283,extinct,0
83422,Anserini,tribe,83416,extant,227
367708,Cygnavus,genus,83422,extinct,0
367709,Cygnavus senckenbergi,species,367708,extinct,0
83424,Anser,genus,83422,extant,93
83425,Anser arizonae,species,83424,extinct,1
403972,Anser canagicus,species,83424,extant,0
369191,Anser anser,species,83424,extant,7
429519,Anser thraceiensis,species,83424,extinct,1
367723,Anser atavus,species,83424,extinct,0
370188,Anser brumeli,species,83424,extinct,0
368593,Anser fabalis,species,83424,extant,4
367727,Anser oeningensis,species,83424,extinct,0
367729,Anser azerbaidzhanicus,species,83424,extinct,0
359405,Anser scaldii,species,83424,extinct,0
403973,Anser indicus,species,83424,extant,0
368040,Anser rossii,species,83424,extant,9
368038,Anser caerulescens,species,83424,extant,31
368039,Anser caerulescens,species,83424,extant,31
229912,Anser condoni,species,83424,extinct,1
335298,Anser,genus,83422,extant,93
414468,Chen (Chen),subgenus,83424,extinct,0
369523,Anser erythropus,species,83424,extant,1
335665,Anser albifrons,species,83424,extant,19
403974,Anser cygnoid,species,83424,extant,0
146032,Anser arenosus,species,83424,extinct,0
367791,Anser liskunae,species,83424,extinct,0
367725,Anser cygniformis,species,83424,extinct,0
367728,Anser pressus,species,83424,extinct,1
369032,Anser brachyrhynchus,species,83424,extant,3
367794,Anser devjatkini,species,83424,extinct,0
373099,Anser djuktaiensis,species,83424,extinct,1
83426,Branta,genus,83422,extant,132
229914,Branta propinqua,species,83426,extinct,2
335669,Branta hypsibata,species,83426,extinct,1
367733,Branta howardae,species,83426,extinct,0
336218,Branta hylobadistes,species,83426,extinct,2
368611,Branta leucopsis,species,83426,extant,6
146034,Branta woolfendeni,species,83426,extinct,1
186234,Branta sandvicensis,species,83426,extant,0
368427,Branta hutchinsii,species,83426,extant,5
367732,Branta esmeralda,species,83426,extinct,0
83428,Branta bernicla,species,83426,extant,22
368762,Branta bernicla nigricans,subspecies,83427,extant,3
368041,Branta ruficollis,species,83426,extant,3
110951,Branta canadensis,species,83426,extant,48
370192,Branta dickeyi,species,83426,extinct,2
83431,Branta minuscula,species,83426,extinct,6
368597,Mergellus,genus,39624,extant,6
368598,Mergellus albellus,species,368597,extant,5
373100,Mergellus mochanovi,species,368597,extinct,1
135590,Paracygnopterus,genus,39624,extinct,2
105603,Eonessinae,subfamily,39624,extinct,1
105604,Eonessa,genus,105603,extinct,1
105605,Eonessa anaticula,species,105604,extinct,1
367838,Thalassorninae,subfamily,39624,extinct,0
369471,Malacorhynchus,genus,39624,extant,4
372537,Malacorhynchus scarletti,species,369471,extinct,3
369473,Malacorhynchus membranaceus,species,369471,extant,1
143773,Cnemiornis,genus,39624,extinct,12
370196,Cnemiornis minor,species,143773,extinct,0
370195,Cnemiornis gracillis,species,143773,extinct,0
367750,Cnemiornis septentrionalis,species,143773,extinct,0
143774,Cnemiornis calcitrans,species,143773,extinct,10
230826,Dendrocheninae,subfamily,39624,extinct,0
372554,Lophonetta,genus,39624,extant,2
372555,Lophonetta specularioides,species,372554,extant,2
53639,Eoneornis,genus,39624,,1
53638,Eoneornis australis,species,53639,extinct,1
369006,Netta,genus,39624,extant,4
369007,Netta rufina,species,369006,extant,3
403824,Netta peposaca,species,369006,extant,0
372214,Netta erythrophthalma,species,369006,extant,1
370094,Erismaturinae,subfamily,39624,extant,4
367887,Pinpanetta,genus,370094,extinct,4
367890,Pinpanetta vickersrichae,species,367887,extinct,1
367889,Pinpanetta tedfordi,species,367887,extinct,2
367891,Pinpanetta fromensis,species,367887,extinct,1
430485,Tirarinetta,genus,370094,extinct,0
430486,Tirarinetta kanunka,species,430485,extinct,0
368380,Erismatura,genus,370094,extant,0
336461,Biziura,genus,39624,extant,4
370095,Biziura delautouri,species,336461,extinct,4
367980,Biziura lobata,species,336461,extant,0
336462,Biziura lobata,species,336461,extant,0
367735,Biziura lobata,species,336461,extant,0
507478,Gracanicanetta,genus,39624,extinct,1
507479,Gracanicanetta happi,species,507478,extinct,1
208974,Dendrocygninae,subfamily,39624,extant,31
83736,Dendrocygna,genus,208974,extant,27
368035,Dendrocygna arborea,species,83736,extant,4
401325,Dendrocygna guttata,species,83736,extant,0
373816,Dendrocygna viduata,species,83736,extant,4
372210,Dendrocygna bicolor,species,83736,extant,2
368036,Dendrocygna autumnalis,species,83736,extant,7
510621,Dendrocygna autumnalis,species,83736,extant,7
401327,Dendrocygna arcuata,species,83736,extant,2
401326,Dendrocygna eytoni,species,83736,extant,0
401328,Dendrocygna javanica,species,83736,extant,0
367734,Dendrocygna eversa,species,83736,extinct,1
367737,Teleornis,genus,39624,extinct,0
367738,Teleornis impressus,species,367737,extinct,0
336216,Ptaiochen,genus,39624,extinct,1
336217,Ptaiochen pau,species,336216,extinct,1
420129,Callonetta,genus,39624,extant,1
336213,Chelychelynechen,genus,39624,extinct,1
336214,Chelychelynechen quassus,species,336213,extinct,1
143778,Hymenolaimus,genus,39624,extant,3
143780,Hymenolaimus malacorhynchos,species,143778,extant,3
142717,Chendytes,genus,39624,extinct,31
142718,Chendytes lawi,species,142717,extinct,29
229925,Chendytes milleri,species,142717,extinct,0
229926,Oxyurinae,subfamily,39624,extant,16
230832,Dunstanetta,genus,229926,extinct,1
230833,Dunstanetta johnstoneorum,species,230832,extinct,1
366006,Mionetta,genus,229926,extinct,4
367844,Mionetta natator,species,366006,extinct,2
366007,Mionetta blanchardi,species,366006,extinct,1
367843,Mionetta consobrina,species,366006,extinct,0
495192,Mionetta turgaiensis,species,366006,extinct,1
230827,Manuherikia,genus,229926,extinct,8
333947,Manuherikia douglasi,species,230827,extinct,3
230829,Manuherikia minuta,species,230827,extinct,2
230828,Manuherikia lacustrina,species,230827,extinct,3
39626,Dendrochen,genus,229926,extinct,3
290225,Dendrochen robusta,species,39626,extinct,1
367787,Dendrochen oligocaena,species,39626,extinct,1
367747,Euryanas,genus,39624,extinct,1
479347,Allgoviachen,genus,39624,extinct,1
479348,Allgoviachen tortonica,species,479347,extinct,1
367736,Plectropterinae,subfamily,39624,extinct,0
367739,Chenalopex,genus,367736,extinct,0
369126,Oressochen,genus,39624,extant,2
484686,Oressochen debilis,species,369126,extinct,0
369127,Oressochen melanopterus,species,369126,extant,1
290687,Oressochen,genus,39624,extant,2
367741,Neochen pugil,species,369126,extinct,0
290688,Neochen barbadiana,species,369126,extinct,1
369508,Marmaronetta,genus,39624,extant,1
369509,Marmaronetta angustirostris,species,369508,extant,1
67688,Anatinae,subfamily,39624,extant,860
83433,Anatini,tribe,67688,extant,353
403820,Tachyeres,genus,83433,extant,0
403822,Tachyeres leucocephalus,species,403820,extant,0
403821,Tachyeres patachonicus,species,403820,extant,0
67686,Anas,genus,83433,extant,336
367687,Anas luederitzensis,species,67686,extinct,0
367978,Anas castanea,species,67686,extant,4
336470,Anas castanea,species,67686,extant,4
336466,Anas castanea,species,67686,extant,4
336463,Anas castanea,species,67686,extant,4
368433,Anas fulvigula,species,67686,extant,5
381200,Anas apscheronica,species,67686,extinct,0
289771,Anas talarae,species,67686,extinct,1
367788,Anas soporata,species,67686,extinct,1
336465,Anas (Nettium),subgenus,67686,extant,0
161481,Anas schneideri,species,67686,extinct,1
403823,Anas georgica,species,67686,extant,1
373517,Anas melleri,species,67686,extant,2
373516,Anas erythrorhyncha,species,67686,extant,3
367693,Anas risgoviensis,species,67686,extinct,0
371341,Anas gracilis,species,67686,extant,4
484684,Anas cheuen,species,67686,extinct,0
369129,Anas bahamensis,species,67686,extant,4
368431,Anas rubripes,species,67686,extant,3
368429,Anas rubripes,species,67686,extant,3
367768,Anas,genus,83433,extant,336
367690,Anas isarensis,species,67686,extinct,0
367686,Anas skalicensis,species,67686,extinct,0
372570,Anas marecula,species,67686,extinct,1
83434,Anas platyrhynchos,species,67686,extant,79
369025,Anas platyrhynchos,species,67686,extant,79
379405,Anas chathamica,species,67686,extinct,3
367688,Anas blanchardi,species,67686,extinct,0
370099,Anas meyeri,species,67686,extinct,0
367694,Anas pachyscelus,species,67686,extinct,1
289730,Anas itchtucknee,species,67686,extinct,1
370098,Anas macroptera,species,67686,extinct,0
367691,Anas robusta,species,67686,extinct,0
289772,Anas amotape,species,67686,extinct,1
367695,Anas theodori,species,67686,extinct,2
428846,Anas wyvilliana,species,67686,extant,1
372552,Anas flavirostris,species,67686,extant,2
335560,Anas,genus,83433,extant,336
367974,Anas superciliosa,species,67686,extant,17
367777,Anas superciliosa,species,67686,extant,17
372632,Anas laysanensis,species,67686,extant,2
133772,Anas crecca,species,67686,extant,62
368047,Anas crecca carolinensis,subspecies,133772,extant,12
331389,Anas kurochkini,species,67686,extinct,1
367685,Anas basaltica,species,67686,extinct,0
370097,Anas crassa,species,67686,extinct,0
83435,Anas acuta,species,67686,extant,29
289773,Anas sanctaehelenae,species,67686,extinct,1
373515,Anas bernieri,species,67686,extant,3
143784,Anas chlorotis,species,67686,extant,13
367851,Mioquerquedula,genus,83433,extinct,1
367852,Mioquerquedula minutissima,species,367851,extinct,1
403816,Amazonetta,genus,83433,extant,0
403817,Amazonetta brasiliensis,species,403816,extant,0
230834,Matanas,genus,83433,extinct,2
230835,Matanas enrighti,species,230834,extinct,2
83430,Anabernicula,genus,83433,extinct,10
367961,Anabernicula robusta,species,83430,extinct,1
229918,Anabernicula gracilenta,species,83430,extinct,3
229919,Anabernicula oregonensis,species,83430,extinct,3
403259,Hymenolaimini,tribe,67688,extant,0
83439,Aythyini,tribe,67688,extant,124
83440,Aythya,genus,83439,extant,124
372505,Aythya novaeseelandiae,species,83440,extant,4
424128,Aythya shihuibas,species,83440,extinct,1
369014,Aythya fuligula,species,83440,extant,7
367798,Aythya spatiosa,species,83440,extinct,0
368046,Aythya affinis,species,83440,extant,19
367774,Aythya aretina,species,83440,extinct,0
368600,Aythya ferina,species,83440,extant,12
133774,Aythya valisineria,species,83440,extant,12
367772,Aythya arvernensis,species,83440,extinct,0
367776,Aythya sepulta,species,83440,extinct,0
321727,Aythya americana,species,83440,extant,6
369012,Aythya nyroca,species,83440,extant,6
321729,Aythya marila,species,83440,extant,8
336063,Aythya collaris,species,83440,extant,18
367976,Aythya australis,species,83440,extant,1
367779,Aythya australis,species,83440,extant,1
367760,Aythya australis,species,83440,extant,1
401367,Pteronetta,genus,83439,extant,0
401368,Pteronetta hartlaubii,species,401367,extant,0
402472,Cairinini,tribe,67688,extant,0
429007,Awengkere,genus,67688,extinct,1
429008,Awengkere magnanatis,species,429007,extinct,1
229922,Wasonaka,genus,67688,extinct,1
229923,Wasonaka yepomerae,species,229922,extinct,1
54118,Querquedula,genus,67688,extant,8
290226,Querquedula integra,species,54118,extinct,1
54117,Querquedula floridiana,species,54118,extinct,3
367753,Querquedula,genus,67688,extant,8
367754,Archeoquerquedula lambrechti,species,54118,extinct,0
290231,Querquedula pullulans,species,54118,extinct,1
367766,Sarkidiornis,genus,67688,extant,3
372212,Sarkidiornis melanotos,species,367766,extant,3
304837,Bambolinetta,genus,67688,extinct,1
304841,Bambolinetta lignitifila,species,304837,extinct,1
414471,Chaulelasmus,genus,67688,extant,0
289517,Aix,genus,67688,extant,15
370646,Aix galericulata,species,289517,extant,2
367850,Aix praeclara,species,289517,extinct,1
367973,Aix sponsa,species,289517,extant,12
289983,Helonetta,genus,67688,extinct,1
289984,Helonetta brodkorbi,species,289983,extinct,1
83495,Tadornini,tribe,67688,extant,14
367888,Australotadorna,genus,83495,extinct,1
367892,Australotadorna alecwilsoni,species,367888,extinct,1
369599,Cyanochen,genus,83495,extant,0
367744,Alopochen,genus,83495,extant,12
371641,Alopochen kervazoi,species,367744,extinct,5
371638,Alopochen mauritianus,species,367744,extinct,1
401520,Alopochen aegyptiaca,species,367744,extant,0
371437,Alopochen (Mascarenachen),subgenus,367744,extinct,0
367746,Alopochen sirabensis,species,367744,extinct,6
83442,Mergini,tribe,67688,extant,260
155160,Lophodytes,genus,83442,extant,8
155162,Lophodytes cucullatus,species,155160,extant,8
83449,Ocyplonessa,genus,83442,extinct,2
83450,Ocyplonessa shotwelli,species,83449,extinct,2
83457,Bucephala,genus,83442,extant,42
335561,Bucephala,genus,83442,extant,42
210447,Bucephala ossivallis,species,83457,extinct,1
369218,Bucephala,genus,83442,extant,42
83459,Bucephala clangula,species,83457,extant,8
83461,Bucephala albeola,species,83457,extant,20
335685,Bucephala albeola fossilis,subspecies,83460,extinct,2
369438,Bucephala islandica,species,83457,extant,1
381201,Bucephala angustipes,species,83457,extinct,0
83443,Somateria,genus,83442,extant,48
431583,Somateria gravipes,species,83443,extinct,1
368703,Somateria spectabilis,species,83443,extant,10
401512,Somateria fischeri,species,83443,extant,0
83445,Somateria mollissima,species,83443,extant,23
39627,Mergus,genus,83442,extant,55
379418,Mergus milleneri,species,39627,extinct,1
336064,Mergus merganser,species,39627,extant,11
83462,Mergus serrator,species,39627,extant,23
143785,Mergus australis,species,39627,extinct,6
368114,Mergus miscellus,species,39627,extinct,2
335562,Clangula,genus,83442,extant,28
368732,Clangula hyemalis,species,335562,extant,19
333117,Shiriyanetta,genus,83442,extinct,4
333168,Shiriyanetta hasegawai,species,333117,extinct,4
83452,Melanitta,genus,83442,extant,72
83456,Melanitta nigra,species,83452,extant,11
145779,Melanitta ceruttii,species,83452,extinct,1
368457,Melanitta,genus,83442,extant,72
83454,Melanitta perspicillata,species,83452,extant,14
414495,Melanitta (Pelionetta),subgenus,83452,extant,0
368045,Melanitta fusca,species,83452,extant,23
368459,Melanitta fusca deglandi,subspecies,335300,extant,6
206641,Presbychen,genus,67688,extinct,4
206642,Presbychen abavus,species,206641,extinct,4
143775,Chenonetta,genus,67688,extant,21
143777,Chenonetta finschi,species,143775,extinct,21
401372,Chenonetta jubata,species,143775,extant,0
83429,Tadorini,tribe,67688,,0
105630,Nettion,genus,67688,extant,8
290681,Nettion greeni,species,105630,extinct,1
105631,Nettion bunkeri,species,105630,extinct,2
367759,Nettion eppelsheimense,species,105630,extinct,0
367757,Nettion velox,species,105630,extinct,2
290668,Nettion ogallalae,species,105630,extinct,2
335672,Mareca,genus,39624,extant,47
335673,Mareca americana,species,335672,extant,16
368604,Mareca penelope,species,335672,extant,16
368503,Mareca strepera,species,335672,extant,14
420128,Mareca sibilatrix,species,335672,extant,1
367842,Stictonettinae,subfamily,39624,extant,0
335559,Spatula,genus,39624,extant,73
372660,Spatula platalea,species,335559,extant,2
369035,Spatula querquedula,species,335559,extant,10
335674,Spatula clypeata,species,335559,extant,37
368048,Spatula discors,species,335559,extant,16
372507,Spatula rhynchotis,species,335559,extant,3
368049,Spatula cyanoptera,species,335559,extant,5
367946,Ankonetta,genus,39624,extinct,1
367947,Ankonetta larriestrai,species,367946,extinct,1
83784,Chloephaga,genus,39624,extant,7
372551,Chloephaga rubidiceps,species,83784,extant,1
372550,Chloephaga hybrida,species,83784,extant,1
377271,Chloephaga robusta,species,83784,extinct,1
372548,Chloephaga picta,species,83784,extant,1
401518,Chloephaga poliocephala,species,83784,extant,0
186235,Geochen,genus,39624,extinct,2
186239,Geochen rhuax,species,186235,extinct,2
158292,Centrornis,genus,39624,extinct,3
367749,Centrornis majori,species,158292,extinct,2
367897,Nogusunna,genus,39624,extinct,1
367898,Nogusunna conflictoides,species,367897,extinct,1
336459,Chenopis,genus,39624,extant,0
336460,Chenopis nanus,species,336459,extinct,0
367783,Merganettinae,subfamily,39624,extinct,0
480841,Lavanttalornis,genus,39624,extinct,1
480842,Lavanttalornis hassleri,species,480841,extinct,1
53641,Eutelornis,genus,39624,,1
53640,Eutelornis patagonicus,species,53641,extinct,1
347422,Protomelanitta,genus,39624,extinct,2
367899,Protomelanitta gracilis,species,347422,extinct,1
347423,Protomelanitta bakeri,species,347422,extinct,1
370096,Fuligulinae,subfamily,39624,extant,2
210440,Fuligula,genus,370096,extinct,1
210441,Fuligula arctina,species,210440,extinct,1
486163,Marila,genus,370096,extant,0
414491,Polysticta,genus,370096,extant,1
414493,Polysticta stelleri,species,414491,extant,1
186237,Cereopsinae,subfamily,39624,extinct,0
367895,Sharganetta,genus,39624,extinct,1
367896,Sharganetta mongolica,species,367895,extinct,1
414481,Nyrocinae,subfamily,39624,extant,0
336467,Nyroca,genus,414481,extant,0
414489,Nyroca (Fulix),subgenus,336467,extant,0
414482,Nyroca (Nyroca),subgenus,336467,extant,0
414486,Nyroca (Aristonetta),subgenus,336467,extant,0
371736,Aldabranas,genus,39624,extinct,1
371737,Aldabranas cabri,species,371736,extinct,1
367455,Plectropterus,genus,39624,extant,8
368602,Plectropterus gambensis,species,367455,extant,5
335486,Romainvillinae,subfamily,39624,extinct,1
336469,Nettapus,genus,39624,extant,1
401358,Nettapus pulchellus,species,336469,extant,0
401356,Nettapus auritus,species,336469,extant,0
401357,Nettapus coromandelianus,species,336469,extant,0
367765,Nettapus anatoides,species,336469,extinct,0
367900,Cayaoa,genus,39624,extinct,2
367901,Cayaoa bruneti,species,367900,extinct,2
484680,Aminornis,genus,39624,extinct,0
